Customer,Number of Travellers, Total Cost ex VAT ,Travel Class,Ticket Single or Return,Travel Date,Journey Start Point,Journey Finish Point,Air Carrier
Maritime and Coastguard Agency,1,£250.71,ECONOMY,Return,22/6/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£241.90,BUSINESS,Return,22/6/2011,LONDON - LHR,LA CORUNA,HAHN AIR LINES GMBH
Maritime and Coastguard Agency,1,£235.34,ECONOMY,Return,22/6/2011,SOUTHAMPTON,NEWCASTLE,FLYBE
Maritime and Coastguard Agency,1,£230.54,ECONOMY,Return,22/6/2011,EDINBURGH,AMSTERDAM,KLM
Maritime and Coastguard Agency,1,£226.96,ECONOMY,Return,22/6/2011,EDINBURGH,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£189.52,ECONOMY,Return,22/6/2011,LONDON - LGW,NANTES,FLYBE
Maritime and Coastguard Agency,1,£185.63,ECONOMY,Return,22/6/2011,SOUTHAMPTON,AMSTERDAM,FLYBE
Maritime and Coastguard Agency,1,£185.63,ECONOMY,Return,22/6/2011,SOUTHAMPTON,AMSTERDAM,FLYBE
Maritime and Coastguard Agency,1,£121.42,ECONOMY,Return,22/6/2011,SOUTHAMPTON,BELFAST CITY,FLYBE
Maritime and Coastguard Agency,1,£117.79,ECONOMY,Return,22/6/2011,LIVERPOOL,DUBLIN,RYANAIR
Maritime and Coastguard Agency,1,£50.44,ECONOMY,Single,22/6/2011,INVERNESS,LONDON - LGW,EASYJET
Maritime and Coastguard Agency,1,£9.00,ECONOMY,Single,22/6/2011,INVERNESS,LONDON - LGW,EASYJET
Maritime and Coastguard Agency,1,£906.88,BUSINESS,Return,23/6/2011,NEWCASTLE,ATHENS,KLM
Maritime and Coastguard Agency,1,£709.90,BUSINESS,Return,23/6/2011,LONDON - LHR,PALMA MALLORCA,IBERIA
Maritime and Coastguard Agency,1,£667.30,BUSINESS,Single,23/6/2011,LONDON - LHR,ISTANBUL,TURKISH AIRLINES INC.
Maritime and Coastguard Agency,1,£321.12,ECONOMY,Return,23/6/2011,GLASGOW,BENBECULA,FLYBE
Maritime and Coastguard Agency,1,£321.12,ECONOMY,Return,23/6/2011,GLASGOW,BENBECULA,FLYBE
Maritime and Coastguard Agency,1,£260.00,ECONOMY,Return,23/6/2011,LONDON - LHR,ISTANBUL,TURKISH AIRLINES INC.
Maritime and Coastguard Agency,1,£227.77,ECONOMY,Single,23/6/2011,DUBLIN,LIVERPOOL,RYANAIR
Maritime and Coastguard Agency,1,£44.00,BUSINESS,Return,23/6/2011,LONDON - LHR,HELSINKI,FINNAIR
Maritime and Coastguard Agency,1,"£3,613.33",BUSINESS,Return,24/6/2011,LONDON - LHR,HOUSTON,CONTINENTAL AIRLINES
Maritime and Coastguard Agency,1,£346.24,ECONOMY,Return,24/6/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£303.30,ECONOMY,Return,24/6/2011,SOUTHAMPTON,ABERDEEN,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£303.30,ECONOMY,Return,24/6/2011,SOUTHAMPTON,ABERDEEN,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£241.61,ECONOMY,Return,24/6/2011,STORNOWAY,INVERNESS,FLYBE
Maritime and Coastguard Agency,1,£191.30,ECONOMY,Single,24/6/2011,SOUTHAMPTON,ABERDEEN,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£178.00,ECONOMY,Return,24/6/2011,EDINBURGH,AMSTERDAM,KLM
Maritime and Coastguard Agency,1,£104.98,ECONOMY,Return,24/6/2011,NEWCASTLE,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£81.99,ECONOMY,Return,24/6/2011,SOUTHAMPTON,INVERNESS,FLYBE
Maritime and Coastguard Agency,1,£36.49,ECONOMY,Single,24/6/2011,LONDON - LGW,INVERNESS,FLYBE
Maritime and Coastguard Agency,1,£21.98,ECONOMY,Return,24/6/2011,SOUTHAMPTON,INVERNESS,FLYBE
Maritime and Coastguard Agency,1,"£3,613.33",BUSINESS,Return,24/6/2011,LONDON - LHR,HOUSTON,CONTINENTAL AIRLINES
Maritime and Coastguard Agency,1,£411.20,BUSINESS,Return,25/6/2011,LONDON - LGW,GENOA,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£334.26,ECONOMY,Return,25/6/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£237.97,ECONOMY,Return,25/6/2011,BELFAST CITY,ABERDEEN,FLYBE
Maritime and Coastguard Agency,1,£191.30,ECONOMY,Single,25/6/2011,SOUTHAMPTON,ABERDEEN,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£50.00,ECONOMY,Return,25/6/2011,ISTANBUL,ISTANBUL,KLM
Maritime and Coastguard Agency,1,£44.00,ECONOMY,Return,25/6/2011,TURKU,HELSINKI,FINNAIR
Maritime and Coastguard Agency,1,£35.00,ECONOMY,Single,25/6/2011,LA CORUNA,LONDON - LHR,HAHN AIR LINES GMBH
Maritime and Coastguard Agency,1,£193.13,ECONOMY,Return,26/6/2011,GLASGOW,DUBLIN,AER LINGUS
Maritime and Coastguard Agency,1,£131.72,ECONOMY,Single,26/6/2011,ABERDEEN,MANCHESTER,FLYBE
Maritime and Coastguard Agency,1,£120.51,ECONOMY,Return,26/6/2011,STORNOWAY,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£117.48,ECONOMY,Single,26/6/2011,ABERDEEN,LONDON - LGW,FLYBE
Maritime and Coastguard Agency,1,£60.00,ECONOMY,Return,27/6/2011,GLASGOW,LONDON -CITY,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,"£1,047.88",BUSINESS,Return,28/6/2011,NEWCASTLE,ROME,KLM
Maritime and Coastguard Agency,1,£787.59,BUSINESS,Return,28/6/2011,LONDON - LHR,HELSINKI,FINNAIR
Maritime and Coastguard Agency,1,£361.69,ECONOMY,Return,28/6/2011,BELFAST CITY,STORNOWAY,FLYBE
Maritime and Coastguard Agency,1,£361.69,ECONOMY,Return,28/6/2011,BELFAST CITY,STORNOWAY,FLYBE
Maritime and Coastguard Agency,1,£273.30,ECONOMY,Return,28/6/2011,ABERDEEN,SOUTHAMPTON,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£233.24,ECONOMY,Return,28/6/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£202.96,ECONOMY,Return,28/6/2011,NEWCASTLE,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£159.87,ECONOMY,Return,28/6/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£153.30,ECONOMY,Single,28/6/2011,LONDON - LHR,ABERDEEN,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£146.23,ECONOMY,Return,28/6/2011,GLASGOW,LONDON -CITY,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,"£1,047.88",BUSINESS,Return,28/6/2011,NEWCASTLE,ROME,KLM
Maritime and Coastguard Agency,1,£480.12,ECONOMY,Return,29/6/2011,STORNOWAY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£441.40,ECONOMY,Return,29/6/2011,SOUTHAMPTON,STRASBOURG,AIR FRANCE
Maritime and Coastguard Agency,1,£432.12,ECONOMY,Return,29/6/2011,STORNOWAY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£323.30,ECONOMY,Return,29/6/2011,ABERDEEN,SOUTHAMPTON,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£273.30,BUSINESS,Return,29/6/2011,ABERDEEN,SOUTHAMPTON,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£273.30,BUSINESS,Return,29/6/2011,ABERDEEN,SOUTHAMPTON,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£215.62,ECONOMY,Return,29/6/2011,EXETER,AMSTERDAM,FLYBE
Maritime and Coastguard Agency,1,£45.00,BUSINESS,Return,29/6/2011,LONDON - LHR,HELSINKI,FINNAIR
Maritime and Coastguard Agency,1,£711.00,BUSINESS,Return,30/6/2011,LONDON - LGW,DUBROVNIK,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£515.90,ECONOMY,Return,30/6/2011,BRISTOL,AMSTERDAM,KLM
Maritime and Coastguard Agency,1,£500.34,ECONOMY,Return,30/6/2011,EDINBURGH,AMSTERDAM,KLM
Maritime and Coastguard Agency,1,£486.90,ECONOMY,Return,30/6/2011,LONDON - LGW,MALTA,AIR MALTA
Maritime and Coastguard Agency,1,£411.10,BUSINESS,Return,30/6/2011,LONDON - LGW,GENOA,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£302.98,ECONOMY,Return,30/6/2011,LONDON - LHR,HAMBURG,LUFTHANSA
Maritime and Coastguard Agency,1,£253.24,ECONOMY,Return,30/6/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£193.96,ECONOMY,Return,30/6/2011,LONDON - LGW,NEWCASTLE,FLYBE
Maritime and Coastguard Agency,1,£186.76,ECONOMY,Single,30/6/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£555.90,BUSINESS,Return,1/7/2011,AMSTERDAM,NANTES,AIR FRANCE
Maritime and Coastguard Agency,1,£295.61,ECONOMY,Single,1/7/2011,STORNOWAY,LERWICK,FLYBE
Maritime and Coastguard Agency,1,£191.30,ECONOMY,Single,1/7/2011,SOUTHAMPTON,ABERDEEN,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£181.34,ECONOMY,Return,1/7/2011,SOUTHAMPTON,NEWCASTLE,FLYBE
Maritime and Coastguard Agency,1,£142.96,ECONOMY,Return,1/7/2011,SOUTHAMPTON,NEWCASTLE,FLYBE
Maritime and Coastguard Agency,1,£142.96,ECONOMY,Return,1/7/2011,SOUTHAMPTON,NEWCASTLE,FLYBE
Maritime and Coastguard Agency,1,£92.22,ECONOMY,Single,1/7/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£92.22,ECONOMY,Single,1/7/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,"£7,287.33",BUSINESS,Return,2/7/2011,LONDON - LHR,SYDNEY,VIRGIN ATLANTIC
Maritime and Coastguard Agency,1,"£7,287.33",BUSINESS,Return,2/7/2011,LONDON - LHR,SYDNEY,VIRGIN ATLANTIC
Maritime and Coastguard Agency,1,£323.30,ECONOMY,Return,2/7/2011,SOUTHAMPTON,ABERDEEN,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£116.48,ECONOMY,Single,2/7/2011,NEWCASTLE,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,"£7,287.33",BUSINESS,Return,2/7/2011,LONDON - LHR,SYDNEY,VIRGIN ATLANTIC
Maritime and Coastguard Agency,1,"£7,287.33",BUSINESS,Return,2/7/2011,LONDON - LHR,SYDNEY,VIRGIN ATLANTIC
Maritime and Coastguard Agency,1,£508.20,ECONOMY,Return,3/7/2011,NANTES,NANTES,AIR FRANCE
Maritime and Coastguard Agency,1,£88.36,ECONOMY,Single,3/7/2011,SOUTHAMPTON,NEWCASTLE,FLYBE
Maritime and Coastguard Agency,1,"£2,158.43",BUSINESS,Return,5/7/2011,LONDON - LHR,DUBAI,VIRGIN ATLANTIC
Maritime and Coastguard Agency,1,£264.29,ECONOMY,Return,5/7/2011,LONDON - LHR,COLOGNE,BRITISH MIDLAND
Maritime and Coastguard Agency,1,£249.24,ECONOMY,Return,5/7/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£218.71,ECONOMY,Return,5/7/2011,SOUTHAMPTON,BELFAST CITY,FLYBE
Maritime and Coastguard Agency,1,£155.15,ECONOMY,Return,5/7/2011,GLASGOW,BELFAST CITY,FLYBE
Maritime and Coastguard Agency,1,£14.00,ECONOMY,Return,5/7/2011,GLASGOW,LERWICK,FLYBE
Maritime and Coastguard Agency,1,"£2,158.43",BUSINESS,Return,5/7/2011,LONDON - LHR,DUBAI,VIRGIN ATLANTIC
Maritime and Coastguard Agency,1,"£2,736.23",BUSINESS,Return,6/7/2011,LONDON - LHR,DUBAI,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,"£1,027.69",BUSINESS,Return,6/7/2011,NEWCASTLE,ATHENS,AIR FRANCE
Maritime and Coastguard Agency,1,£410.62,ECONOMY,Return,6/7/2011,GLASGOW,LERWICK,FLYBE
Maritime and Coastguard Agency,1,£392.70,PREMIUM ECONOMY,Return,6/7/2011,LONDON - LGW,BILLUND,CIMBER STERLING
Maritime and Coastguard Agency,1,£322.74,ECONOMY,Return,6/7/2011,LERWICK,ABERDEEN,FLYBE
Maritime and Coastguard Agency,1,£322.74,ECONOMY,Return,6/7/2011,LERWICK,ABERDEEN,FLYBE
Maritime and Coastguard Agency,1,£313.50,ECONOMY,Return,6/7/2011,ABERDEEN,STORNOWAY,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£272.71,ECONOMY,Return,6/7/2011,SOUTHAMPTON,BELFAST CITY,FLYBE
Maritime and Coastguard Agency,1,£272.71,ECONOMY,Return,6/7/2011,SOUTHAMPTON,BELFAST CITY,FLYBE
Maritime and Coastguard Agency,1,£272.71,ECONOMY,Return,6/7/2011,SOUTHAMPTON,BELFAST CITY,FLYBE
Maritime and Coastguard Agency,1,£272.71,ECONOMY,Return,6/7/2011,SOUTHAMPTON,BELFAST CITY,FLYBE
Maritime and Coastguard Agency,1,£241.50,ECONOMY,Return,6/7/2011,ABERDEEN,STORNOWAY,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£241.50,ECONOMY,Return,6/7/2011,ABERDEEN,STORNOWAY,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£233.24,ECONOMY,Return,6/7/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£225.90,ECONOMY,Return,6/7/2011,LONDON - LHR,LA CORUNA,IBERIA
Maritime and Coastguard Agency,1,£225.90,ECONOMY,Return,6/7/2011,LONDON - LHR,LA CORUNA,IBERIA
Maritime and Coastguard Agency,1,£210.53,ECONOMY,Return,6/7/2011,LONDON - LGW,COPENHAGEN,EASYJET
Maritime and Coastguard Agency,1,£203.95,ECONOMY,Return,6/7/2011,LEEDS,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£175.96,ECONOMY,Return,6/7/2011,EDINBURGH,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,"£1,027.69",BUSINESS,Return,6/7/2011,NEWCASTLE,ATHENS,AIR FRANCE
Maritime and Coastguard Agency,1,"£2,736.23",BUSINESS,Return,6/7/2011,LONDON - LHR,DUBAI,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,"£1,050.88",BUSINESS,Return,7/7/2011,NEWCASTLE,ROME,KLM
Maritime and Coastguard Agency,1,£199.15,ECONOMY,Return,7/7/2011,GLASGOW,BELFAST CITY,FLYBE
Maritime and Coastguard Agency,1,£181.75,ECONOMY,Return,7/7/2011,INVERNESS,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£165.98,ECONOMY,Return,7/7/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£100.94,ECONOMY,Single,7/7/2011,LONDON - LGW,PALMA MALLORCA,EASYJET
Maritime and Coastguard Agency,1,"£1,050.88",BUSINESS,Return,7/7/2011,NEWCASTLE,ROME,KLM
Maritime and Coastguard Agency,1,"£2,149.78",BUSINESS,Return,8/7/2011,NEWCASTLE,BEIJING,KLM
Maritime and Coastguard Agency,1,£210.89,ECONOMY,Return,8/7/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£206.99,ECONOMY,Return,8/7/2011,SOUTHAMPTON,LEEDS,FLYBE
Maritime and Coastguard Agency,1,£135.59,ECONOMY,Single,8/7/2011,PALMA MALLORCA,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,"£2,149.78",BUSINESS,Return,8/7/2011,NEWCASTLE,BEIJING,KLM
Maritime and Coastguard Agency,1,"£2,736.23",BUSINESS,Return,9/7/2011,LONDON - LHR,DUBAI,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£717.34,ECONOMY,Return,9/7/2011,NEWCASTLE,PISA,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£280.24,ECONOMY,Return,9/7/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,"£2,736.23",BUSINESS,Return,9/7/2011,LONDON - LHR,DUBAI,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£691.40,BUSINESS,Return,10/7/2011,HUMBERSIDE,AMSTERDAM,KLM
Maritime and Coastguard Agency,1,£625.00,BUSINESS,Return,10/7/2011,NEWCASTLE,BEIJING,KLM
Maritime and Coastguard Agency,1,£273.30,ECONOMY,Return,12/7/2011,ABERDEEN,SOUTHAMPTON,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£269.24,ECONOMY,Return,12/7/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£256.90,ECONOMY,Single,12/7/2011,STORNOWAY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£115.74,ECONOMY,Single,12/7/2011,ABERDEEN,LONDON - LHR,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£782.03,BUSINESS,Return,13/7/2011,LONDON - LHR,ISTANBUL,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£552.20,BUSINESS,Return,13/7/2011,LONDON - LGW,PISA,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£205.50,ECONOMY,Return,13/7/2011,LONDON - LHR,BRUSSELS,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£493.12,ECONOMY,Return,14/7/2011,SOUTHAMPTON,STORNOWAY,FLYBE
Maritime and Coastguard Agency,1,£330.20,ECONOMY,Return,14/7/2011,EDINBURGH,BIRMINGHAM,FLYBE
Maritime and Coastguard Agency,1,£213.30,FIRST,Single,14/7/2011,NANJING,BEIJING,CHINA EASTERN AIRLINES
Maritime and Coastguard Agency,1,£186.96,ECONOMY,Return,14/7/2011,EDINBURGH,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£162.72,ECONOMY,Single,14/7/2011,LONDON - LGW,LERWICK,FLYBE
Maritime and Coastguard Agency,1,£157.98,ECONOMY,Return,14/7/2011,NEWCASTLE,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£151.10,ECONOMY,Return,14/7/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£144.00,ECONOMY,Return,14/7/2011,ABERDEEN,LONDON - LGW,FLYBE
Maritime and Coastguard Agency,1,£139.98,ECONOMY,Return,14/7/2011,ABERDEEN,LONDON - LGW,FLYBE
Maritime and Coastguard Agency,1,£134.48,ECONOMY,Single,14/7/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£132.30,ECONOMY,Single,14/7/2011,LONDON - LHR,GIBRALTAR,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£95.49,ECONOMY,Single,14/7/2011,NEWCASTLE,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£80.00,BUSINESS,Single,14/7/2011,PISA,LONDON - LHR,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£8.70,BUSINESS,Return,14/7/2011,BEIJING,BEIJING,KLM
Maritime and Coastguard Agency,1,£433.30,ECONOMY,Return,15/7/2011,SOUTHAMPTON,ABERDEEN,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£424.26,ECONOMY,Return,15/7/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,£403.42,ECONOMY,Return,15/7/2011,LONDON - LHR,LISBON,KLM
Maritime and Coastguard Agency,1,£388.89,ECONOMY,Return,15/7/2011,SOUTHAMPTON,BELFAST CITY,FLYBE
Maritime and Coastguard Agency,1,£365.00,ECONOMY,Return,15/7/2011,LONDON - LHR,HAMBURG,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£365.00,ECONOMY,Return,15/7/2011,LONDON - LHR,HAMBURG,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£364.26,ECONOMY,Return,15/7/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£342.76,ECONOMY,Return,15/7/2011,LONDON - LGW,MALAGA,AER LINGUS
Maritime and Coastguard Agency,1,£334.00,ECONOMY,Return,15/7/2011,SOUTHAMPTON,STORNOWAY,FLYBE
Maritime and Coastguard Agency,1,£313.50,ECONOMY,Return,15/7/2011,STORNOWAY,ABERDEEN,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£237.98,ECONOMY,Return,15/7/2011,NEWQUAY,LONDON - LGW,FLYBE
Maritime and Coastguard Agency,1,£191.30,ECONOMY,Single,15/7/2011,SOUTHAMPTON,ABERDEEN,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£191.30,ECONOMY,Single,15/7/2011,SOUTHAMPTON,ABERDEEN,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£81.48,ECONOMY,Single,15/7/2011,SOUTHAMPTON,EDINBURGH,FLYBE
Maritime and Coastguard Agency,1,£47.15,ECONOMY,Single,15/7/2011,GIBRALTAR,LONDON - LGW,EASYJET
Maritime and Coastguard Agency,1,£39.00,ECONOMY,Return,15/7/2011,GLASGOW,LONDON -CITY,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£14.00,ECONOMY,Single,15/7/2011,GIBRALTAR,LONDON - LGW,EASYJET
Maritime and Coastguard Agency,1,"£7,288.83",BUSINESS,Return,16/7/2011,LONDON - LHR,SYDNEY,VIRGIN ATLANTIC
Maritime and Coastguard Agency,1,£616.24,ECONOMY,Return,16/7/2011,ABERDEEN,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£323.30,ECONOMY,Return,16/7/2011,ABERDEEN,SOUTHAMPTON,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£150.76,ECONOMY,Single,16/7/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£141.98,ECONOMY,Return,16/7/2011,NEWCASTLE,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£132.50,ECONOMY,Return,16/7/2011,CONNEL,COLONSAY IS,MISC SUPPLIERS
Maritime and Coastguard Agency,1,£119.48,ECONOMY,Single,16/7/2011,ABERDEEN,LONDON - LGW,FLYBE
Maritime and Coastguard Agency,1,"£7,288.83",BUSINESS,Return,16/7/2011,LONDON - LHR,SYDNEY,VIRGIN ATLANTIC
Maritime and Coastguard Agency,1,"£3,127.93",BUSINESS,Return,17/7/2011,LONDON - LHR,PUSAN,KOREAN AIR
Maritime and Coastguard Agency,1,£219.15,ECONOMY,Return,17/7/2011,GLASGOW,BELFAST CITY,FLYBE
Maritime and Coastguard Agency,1,"£3,127.93",BUSINESS,Return,17/7/2011,LONDON - LHR,PUSAN,KOREAN AIR
Maritime and Coastguard Agency,1,"£1,450.00",BUSINESS,Return,18/7/2011,SYDNEY,SUVA FIJI,AIR PACIFIC LIMITED
Maritime and Coastguard Agency,1,£365.06,ECONOMY,Return,18/7/2011,LERWICK,BELFAST CITY,FLYBE
Maritime and Coastguard Agency,1,£221.12,ECONOMY,Single,18/7/2011,STORNOWAY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£221.12,ECONOMY,Single,18/7/2011,STORNOWAY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,"£1,450.00",BUSINESS,Return,18/7/2011,SYDNEY,SUVA FIJI,AIR PACIFIC LIMITED
Maritime and Coastguard Agency,1,£426.12,ECONOMY,Return,20/7/2011,STORNOWAY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£366.92,ECONOMY,Return,20/7/2011,EDINBURGH,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£354.98,ECONOMY,Return,20/7/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£326.70,ECONOMY,Return,20/7/2011,SOUTHAMPTON,CALVI,AIR FRANCE
Maritime and Coastguard Agency,1,£323.30,ECONOMY,Return,20/7/2011,ABERDEEN,SOUTHAMPTON,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£308.39,ECONOMY,Return,20/7/2011,NEWCASTLE,PISA,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£265.97,ECONOMY,Return,20/7/2011,SOUTHAMPTON,INVERNESS,FLYBE
Maritime and Coastguard Agency,1,£206.96,ECONOMY,Return,20/7/2011,EDINBURGH,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£202.87,ECONOMY,Return,20/7/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£75.00,ECONOMY,Return,20/7/2011,BELFAST CITY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£25.98,ECONOMY,Return,20/7/2011,STORNOWAY,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£761.09,ECONOMY,Return,21/7/2011,NEWCASTLE,PISA,AIR FRANCE
Maritime and Coastguard Agency,1,£642.50,BUSINESS,Return,21/7/2011,LONDON - LHR,PISA,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£628.00,ECONOMY,Return,21/7/2011,BRISTOL,HAMBURG,KLM
Maritime and Coastguard Agency,1,£206.76,ECONOMY,Single,21/7/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£163.11,ECONOMY,Return,21/7/2011,STORNOWAY,INVERNESS,FLYBE
Maritime and Coastguard Agency,1,£163.11,ECONOMY,Return,21/7/2011,STORNOWAY,INVERNESS,FLYBE
Maritime and Coastguard Agency,1,£323.30,ECONOMY,Return,22/7/2011,SOUTHAMPTON,ABERDEEN,EASTERN AIRWAYS
Maritime and Coastguard Agency,1,£286.62,ECONOMY,Return,22/7/2011,GLASGOW,STORNOWAY,FLYBE
Maritime and Coastguard Agency,1,£283.24,ECONOMY,Return,22/7/2011,GLASGOW,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£178.94,ECONOMY,Return,22/7/2011,ABERDEEN,LONDON - LGW,FLYBE
Maritime and Coastguard Agency,1,£153.30,ECONOMY,Single,22/7/2011,LONDON - LHR,ABERDEEN,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£153.30,ECONOMY,Single,22/7/2011,LONDON - LHR,ABERDEEN,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£119.00,ECONOMY,Return,22/7/2011,CALVI,CALVI,AIR FRANCE
Maritime and Coastguard Agency,1,£134.34,ECONOMY,Return,23/7/2011,NEWCASTLE,SOUTHAMPTON,FLYBE
Maritime and Coastguard Agency,1,£103.48,ECONOMY,Single,24/7/2011,SOUTHAMPTON,GLASGOW,FLYBE
Maritime and Coastguard Agency,1,"£1,639.10",BUSINESS,Return,25/7/2011,LONDON - LHR,ATHENS,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£114.55,ECONOMY,Return,25/7/2011,GLASGOW,BELFAST CITY,FLYBE
Maritime and Coastguard Agency,1,£81.48,ECONOMY,Single,25/7/2011,GLASGOW,STORNOWAY,FLYBE
Maritime and Coastguard Agency,1,"£1,639.10",BUSINESS,Return,25/7/2011,LONDON - LHR,ATHENS,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£562.50,BUSINESS,Return,27/7/2011,LONDON - LHR,PISA,BRITISH AIRWAYS
Maritime and Coastguard Agency,1,£346.62,ECONOMY,Return,27/7/2011,GLASGOW,STORNOWAY,FLYBE
