Ratepayer,Property Address,Propref,Billing Address,RV,Property Description,Relief Code
Dean Clough Ltd,"Crossleys Mill (Grd Flr), Dean Clough Mills, Halifax, HX3 5AX",64788834,"Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",7500,Store And Premises,Listed Building
Hurst Group Northern Ltd,"Capital Works, 12-14 Wakefield Road, Brighouse, HD6 1PE",29608755,"F.A.O. Mr Gary Hurst, Aynsley House, Common Road, Low Moor, Bradford, BD12 0UF",37250,Factory and Premises,Empty Relief - Post 01/04/2008
,"Office No 1, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",77648721,,1750,Offices and Premises,Rateable Value below threshold
Dean Clough Ltd,"Office Suite D101/103, Dean Clough Mills, Halifax, HX3 5AX",64788839,"Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",7600,Offices and Premises,Listed Building
Swinton Colonnade,"Fellside House, Hebble Brook Business Park, Hays Lane, Halifax              HX2 8UL",65288707,"Fao Purchase Ledger, Swinton Group Ltd, 6 Great Marlborough Street, Manchester, M1 5SW",22750,Offices and Premises,Empty Relief - Post 01/04/2008
Joseph Dobson & Sons Ltd,"22/24 Northgate, Elland, HX5 0RU",56180024,"26 Northgate, Elland, West Yorks, HX5 0RU",7100,Offices and Premises,Empty Relief - Post 01/04/2008
,"3a Crown Street, Hebden Bridge, HX7 8EH",76176721,,7000,Salon And Premises,Empty Relief - Post 01/04/2008
Benjamin Whiteley & Sons Ltd,"1ST, 2ND & 2RD Floors, Park Road Mills, Park Road, Elland               HX5 9HX",56192766,"Park Road Mills, Park Road, Elland, HX5 9HX",10000,Workshop And Premises,Empty Relief - Post 01/04/2008
Hutchinson 3G Uk Ltd,"Telecommunications Mast, Site Ref 0009, Mile Cross Road, Halifax              HX1 4HN",65800703,"C/O Gva, Po Box 6079, Wolverhampton, WV1 9RA",12000,Communication Station and Premises,Unoccupied Land
Westfield Properties Ltd,"Unit 7a, Lineholme Mill, Burnley Road, Todmorden           OL14 7DH",78076807,"2 Stansfield Road, Todmorden, Lancs, OL14 5DL",560,Store And Premises,Rateable Value below threshold
S Sheard & Son Ltd,"Prospect Mill, Church Street, Greetland, Halifax              HX4 8LY",64576702,"Solar Works, Calder Street, Greetland, Halifax, HX4 8AQ",58000,Warehouse And Premises,Empty Relief - Post 01/04/2008
Seddon Homes Ltd,"Melbourne Street, Hebden Bridge, HX7 6AS",76364706,"Birchwood One Business Park, Dewhurst Road, Birchwood, Warrington, WA3 7GB",680,Workshop And Premises,Rateable Value below threshold
Calderdale Mbc,"34/35 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252746,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",5700,Shop and Premises,Listed Building
Cullingworth Commercials & Freight Services Ltd,"Mezzanine Office 11, Lumbrook Mills, Westercroft Lane, Halifax              HX3 7TY",69388711,"Fao June Dove, Lumbrook Mills, Westercroft Lane, Shelf, Halifax, HX3 7TY",6400,Office,Empty Relief - Post 01/04/2008
,"Unit 2, 27 Rastrick Common, Brighouse, HD6 3DW",29480711,,6100,Warehouse And Premises,Empty Relief - Post 01/04/2008
,"First Floor, 6-8 Hall Street, Halifax, HX1 5AY",65248714,,4950,Warehouse And Premises,Empty Relief - Post 01/04/2008
Pennine Housing 2000 Ltd,"31 Dene Place, Halifax, HX1 5TL",64808031,"Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",3900,Shop and Premises,Empty Relief - Post 01/04/2008
,"Opp Victoria Works, Calder Street, Brighouse, HD6 1LZ",29124707,,7500,Car Park,Unoccupied Land
Calderdale Mbc,"38 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252747,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",1875,Shop and Premises,Listed Building
Director Of Safer & Stronger Communities,"62/63 Rustic, Piece Hall, Halifax, HX1 1RE",68252792,"Leisure Services, Westgate House, Westgate, Halifax, HX1 1PS",5200,Shop and Premises,Listed Building
,"Telecom Mast H3G Site HX0027, Miall St Mills, Miall Street, Halifax              HX1 4AE",65788717,,12000,Communication Station and Premises,Unoccupied Land
Calderdale Mbc Markets Manager,"Balcony Store, 29 Borough Market, Halifax, HX1 1DZ",64288817,"19 Albion Street, Halifax, HX1 1DU",455,Store And Premises,Listed Building
Warmco Space Heating Ltd,"Unit 15B, Kirklees Steel Works, Grove Street, Brighouse            HD6 1PL",29284726,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1500,Store,Rateable Value below threshold
Thornhill Estates,"Dewsbury Road, Brighouse, HD6 3QB",29228700,,890,Cricket Club And Premises,Empty Property - RV < 15000
,"The Yard Studio, Mount Pleasant Mill, Midgley Road, Mytholmroyd         HX7 5LR",76444718,,1000,Studio And Premises,Listed Building
Warmco Space Heating Ltd,"Unit 203B Second Floor, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN",29420724,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",135,Store And Premises,Empty Property - RV < 15000
Warmco Space Heating Ltd,"Unit 301 Third Floor, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN",29420727,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1175,Warehouse And Premises,Empty Property - RV < 15000
,"Suite 4, Nursery Lane Health Centre, Nursery Lane, Halifax              HX3 5SW",68104704,,920,Office,Rateable Value below threshold
Everything Everywhere Ltd,"Telecommunication Mast, Ref WYK70402 Ainley Bottom, Huddersfield Road, Elland               HX5 9JP",56132836,"C/O Gva, Po Box 6079, Wolverhampton, WV1 9RA",4300,Communication Station and Premises,Unoccupied Land
Everything Everywhere Ltd,"Telecomms Mast, Site Ref WYK0178, Savile Park Road, Halifax              HX1 2XH",68472718,"C/O Gva, Po Box 6079, Wolverhampton, WV1 9RA",12750,Communication Station and Premises,Unoccupied Land
Calderdale Mbc Land & Property Services,"22 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252749,"Northgate House, Northgate, Halifax, HX1 1UN",2750,Shop and Premises,Listed Building
Calderdale Mbc Land & Property Services,"12/13 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252741,"Northgate House, Northgate, Halifax, HX1 1UN",5600,Shop and Premises,Listed Building
,"Unit 4, 10A Nanholme Mill, Shaw Wood Road, Todmorden           OL14 6DA",78416714,,1800,Workshop And Premises,Empty Property - RV < 15000
Calderdale Mbc Community Services,"43 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252743,"C/O Michael Devereux, Piece Hall Admin Office, The Piece Hall, Halifax, HX1 1RE",810,Shop and Premises,Listed Building
,"Part Ground Floor, Royd House, Birds Royd Lane, Brighouse           HD6 1LQ",29052717,,2250,Store And Premises,Empty Property - RV < 15000
Calderdale Mbc,"80 Rustic, Piece Hall, Halifax, HX1 1RE",68252080,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2100,Shop and Premises,Listed Building
Blackshaw Holdings Ltd,"Unit 32 Birkby House, Birkby Lane, Brighouse, HD6 4JJ",29056720,"1st Floor, Clifton House, Birkby Lane, Bailiff Bridge, HD6 4JJ",1350,Store And Premises,Empty Property - RV < 15000
,"Room 1,2nd Floor, 3 Clare Road, Halifax, HX1 2HX",64584743,,1250,Office and Premises,Rateable Value below threshold
Woodfield Enterprises Ltd,"Office 2, Part 1ST Flr, Town Hall (Rear), 16 Market Street, Brighouse            HD6 1AP",29404709,"Woodfield House, Halifax Road, Hipperholme, Halifax, HX3 8HD",2400,Offices and Premises,Listed Building
Bower & Child Ltd (1985) Retirement & Death Benefit Scheme,"Room 1 At, 37 Bethel Street, Brighouse, HD6 1JR",29048736,"Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS",2100,Offices and Premises,Rateable Value below threshold
,"6 Town Hall Buildings, Elland, HX5 9AJ",56236006,,3000,Shop and Premises,Listed Building
The Original Wholesale Liquor Store Ltd (In Liquidation),"9-11 King Street, Brighouse, HD6 1NX",29372713,"Gary Bowman, Carndearg Consultants T/A Pca, Unit 1c, 5 Main Road, Condorrat, Cumbernauld, Glasgow, G67 4BT",23500,Shop and Premises,Empty Relief - Post 01/04/2008
Blackshaw Holdings Ltd,"Unit 27 Birkby House, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4JJ",29056750,"1st Floor, Clifton House, Birkby Lane, Bailiff Bridge, HD6 4JJ",1975,Offices and Premises,Rateable Value below threshold
Bizspace Ltd,"Unit 16H, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628792,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",7100,Offices and Premises,Empty Relief - Post 01/04/2008
Bizspace Ltd,"Unit 18D, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628862,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",1825,Offices and Premises,Rateable Value below threshold
Pennine Housing 2000,"Unit 1, Akroyd Court, Halifax, HX3 6DG",64032700,"Bull Green House, Bull Green, Halifax, HX1 2EB",11500,Garage And Premises,Empty Relief - Post 01/04/2008
Warmco Space Heating Ltd,"Unit 11, Kirklees Steelworks, Grove Street, Brighouse            HD6 1PL",29284739,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",385,Store And Premises,Rateable Value below threshold
Setbray Properties Ltd,"Suite 4 2ND Flr Unauth Add, Unit 8 Pennine Ind Park, Valley Road, Hebden Bridge        HX7 7BZ",76552757,"Suites 1 & 4 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",6500,Offices and Premises,Empty Relief - Post 01/04/2008
W W Leese [Hx] Ltd,"Unit 1 Lower Brea, Leeds Road, Halifax, HX3 7AQ",65612715,"10 Bramley View, Lightcliffe, Halifax, HX3 8ST",800,Store,Rateable Value below threshold
,"First Floor, 18 Silver Street, Halifax, HX1 1HS",68580712,,9500,Offices and Premises,Empty Relief - Post 01/04/2008
,"Office 4 Unit 3, Farrar Mill Yard, Farrar Mill Lane, Halifax              HX3 9EU",65068714,,1075,Office and Premises,Rateable Value below threshold
,"Slitheroe Works, Oldham Road, Rishworth, Sowerby Bridge       HX6 4EW",77412717,,7700,Offices and Premises,Empty Relief - Post 01/04/2008
Warmco Space Heating Ltd,"Unofficial Address, Unit 203 Victoria Works B Pk, Calder Street, Brighouse            HD6 1LZ",29124736,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",700,Office and Premises,Empty Property - RV < 15000
,"18 New Road, Mytholmroyd, Hebden Bridge, HX7 5DZ",76408711,,220,Store And Premises,Empty Property - RV < 15000
Bizspace Ltd,"Unit 18H, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628866,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",5200,Offices and Premises,Empty Relief - Post 01/04/2008
E.P.I.C Plc,"7a Commercial Street, Brighouse, HD6 1AF",29196705,"Robin Hood Works, Wakefield Road, Brighouse, HD6 1PE",5100,Hairdressing Salon and Premises,Empty Relief - Post 01/04/2008
Wynne Systems Uk Ltd,"Unit B2, Lowfields Close, Lowfields Business Park, Elland               HX5 9DX",56174709,"C/O Unit B4 Lowfields Close, Lowfields Business Park, Elland, HX5 9DX",38250,Offices and Premises,Empty Relief - Post 01/04/2008
Warmco Space Heating Ltd,"""Unauthorised Address"", Unit 7A River Street B Pl, River Street, Brighouse            HD6 1NL",29492743,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",6200,Warehouse And Premises,Empty Relief - Post 01/04/2008
Ingfield Farm Shop Ltd,"Ingfield Farm Shop, Law Farm, Law Lane, Southowram           HX3 9UG",65592707,"Law Farm, Law Lane, Southowram, Halifax, HX3 9UG",11750,Shop and Premises,Empty Relief - Post 01/04/2008
F C F M Group Ltd,"Harrison House, 10 Harrison Road, Halifax, HX1 2AF",65276703,"295 Kings Road, London, SW3 5EP",5600,Offices and Premises,Listed Building
Stubb Fields Community Association,"Stubb Playing Fields, Mytholmroyd, Hebden Bridge, HX7 5AP",76452700,"Stubb House, Stubb, Mytholmroyd, Hebden Bridge, HX7 5AP",1275,Changing Rooms And Premises,Rateable Value below threshold
,"Store G02, Gf Cromwell House, Elland Road, Brighouse            HD6 2RG",29236824,,660,Store And Premises,Rateable Value below threshold
,"Mount Pleasant House, Midgley Road, Mytholmroyd, Hebden Bridge        HX7 5LR",76372713,,370,Store And Premises,Rateable Value below threshold
Units To Let [Northern] Ltd,"Mount Pleasant Mill Yard, Mytholmroyd, Hebden Bridge, HX7 5NR",76444709,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",470,Store And Premises,Rateable Value below threshold
Gallyville Ltd (In Liquidation),"11 Southgate House, Southgate, Halifax, HX1 1DE",68656011,"Inquesta, St John's Terrace, 11-15 New Road, Manchester, M26 1LS",9800,Office and Premises,Empty Relief - Post 01/04/2008
New River Retail (Mantle) Ltd,"Puzzle Hall Inn, 21 Hollins Mill Lane, Sowerby Bridge, HX6 2RF",77276723,"C/O Lt Management Services, 31 Haverscroft Ind Estate, New Road, Attleborough, NR17 1YE",17000,Public House and Premises,Empty Relief - Post 01/04/2008
Calderdale Mbc Children & Young People's Services,"Grd Flr Carlton Mill, Wharf Street, Sowerby Bridge, HX6 2AS",77652736,"Fao Paul Ward Finance Manager, 3rd Floor, Westgate House, Halifax, HX1 1PS",16250,Offices and Premises,Listed Building
Blackshaw Holdings Ltd,"Suite 5 Clifton House, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EJ",29084824,"1st Floor, Clifton House, Birkby Lane, Bailiff Bridge, HD6 4JJ",2600,Offices and Premises,Empty Property - RV < 15000
S D H Holdings,"Unit 9 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BS",77648744,"Unit 13 Sdh Industrial Est, West Street, Sowerby Bridge, HX6 3BT",2600,Store And Premises,Rateable Value below threshold
Claybar Ltd,"3 Waterhouse Street, Halifax, HX1 1XX",64304707,"C/O Lee Baron Ltd, The West End Office, 7 Swallow Place, London, W1B 2AG",29250,Restaurant and Premises,Empty Relief - Post 01/04/2008
,"White Lion Hotel, Burnley Road, Mytholmroyd, Hebden Bridge       HX7 5LN",76088748,,6000,Public House and Premises,Empty Relief - Post 01/04/2008
,"78 Huddersfield Road, Elland, HX5 9AA",56132078,,3550,Shop and Premises,Empty Relief - Post 01/04/2008
The Trustees Of B E Holmes Settlement Trust,"Car Parking Space No 20, John Street, Halifax, HX1 1YA",64400728,"C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS",600,Car Parking Space,Rateable Value below threshold
Harley House Ripponden Ltd,"Suite 2 Harley House, Mill Fold, Ripponden, Sowerby Bridge       HX6 4DJ",77348786,"67 Chorley Old Road, Bolton, BL1 3AJ",970,Offices and Premises,Empty Property - RV < 15000
Thornber Chicks Ltd,"Unit 6 White Lee, Burnley Road, Mytholmroyd, Hebden Bridge       HX7 5LN",76088745,"Dean Hey Farm, Cragg Road, Mytholmroyd, Hebden Bridge, HX7 5RU",12000,Workshop And Premises,Qualifying industrial hereditament
,"7 Carlton Street, Halifax, HX1 2AL",64488007,,6300,Surgery,Empty Relief - Post 01/04/2008
Setbray Properties Ltd,"Unit 2 Waterside Buildings, Valley Road, Hebden Bridge, HX7 7BZ",76552741,"Suites 1 & 4 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",1375,Store And Premises,Empty Property - RV < 15000
Trustees Of Blakeboroughs Social And Sports Club (In Liq),"42 Bradford Road, Brighouse, HD6 1RY",29080042,"Begbies Traynor, C/O Toronto Square, 4th Floor, Toronto Street, Leeds, LS1 2HJ",9300,Club and Premises,Bankrupt / Liquidation / Winding Up Order
Bamford Developments Limited Pension Scheme,"Unit 1 Causey Hall, Dispensary Walk, Halifax, HX1 1QL",64824713,"8 St Stephen Street, Manchester, M3 6AY",3850,Offices and Premises,Listed Building
R Collett & Sons (Transport) Ltd,"Unit 4 Victoria Terminal, Albert Road, Halifax, HX2 0BY",64040721,"Victoria Terminal, Albert Road, Halifax, HX2 0DE",4750,Store And Premises,Empty Relief - Post 01/04/2008
Kino & Co,"UNIT1C/D Lwr Gf South Mill, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",65344993,"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",3150,Store And Premises,Empty Relief - Post 01/04/2008
,"Unit 3, 10A Nanholme Mill, Shaw Wood Road, Todmorden           OL14 6DA",78416713,,1750,Workshop And Premises,Empty Property - RV < 15000
The Arc & Throstle Property Ltd,"Pf Gf Unit 11 Nanholme Mill, Shaw Wood Road, Todmorden, OL14 6DA",78416719,"Unit 11 Nanholme Mill, Shaw Wood Road, Todmorden, OL14 6DA",730,Offices and Premises,Empty Property - RV < 15000
Westfield Properties Ltd,"Unit 4, Lineholme Industrial Estate, Burnley Road, Todmorden           OL14 7DH",78076888,"2 Stansfield Road, Todmorden, Lancs, OL14 5DL",2125,Workshop And Premises,Rateable Value below threshold
Drew Forsyth & Co,"Unit 2D Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ",76256763,,560,Offices and Premises,Empty Property - RV < 15000
"R P Moore, J L Lister & Aj Bell Trustees Ltd","Suite T5 Trinity House, Blackwall, Halifax, HX1 2QR",64268734,"C/O Dorica Ltd, Overclough, Cragg Vale, Halifax, HX7 5RX",4500,Office,Listed Building
Dean Clough Ltd,"Office Suite G 419 & G 423, Dean Clough Mills, Halifax, HX3 5AX",64778795,"Office Suite D130&D180/182/184, Dean Clough Office Park, Halifax, HX3 5AX",17500,Offices and Premises,Listed Building
Bizspace Ltd,"Unit 11A, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",64628871,"Fao Mital Shah, 3rd Floor, Winston House, 2 Dollis Park, Finchley, London, N3 1HG",2100,Offices And Premises,Rateable Value below threshold
Gama Healthcare Ltd,"Riverside House Ground Floor, North Dean Business Park, Stainland Road, Greetland            HX4 8LR",68772752,"2 Regal Way, Watford, WD24 4YJ",17250,Training Centre,Empty Relief - Post 01/04/2008
Outdoor & Play Ltd,"The Top Yard, Birkhouse Lane, Bailiff Bridge, Brighouse            HD6 4JL",29683701,"Fao Lynne Roberts, 199 Elland Road, Brighouse, HD6 2RB",8600,Workshop And Premises,Qualifying industrial hereditament
Units To Let [Northern] Ltd,"Unit 2 Asquith Bottom Works, Asquith Bottom, Ridge Street, Sowerby Bridge       HX6 3BS",77024737,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",1900,Garage And Premises,Rateable Value below threshold
E P I C Plc,"19 Commercial Street, Brighouse, HD6 1AF",29196731,"Robin Hood Works, Wakefield Road, Brighouse, HD6 1PE",13750,Shop and Premises,Empty Relief - Post 01/04/2008
