Organisation Name,EffectiveDate,Service,Supplier Name,paidDate,Net Amount (£),Purpose,Transaction Number
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,13/03/2015,1093.68,RESIDENTIAL LONG TERM,V000883484
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,13/03/2015,1034.28,RESIDENTIAL LONG TERM,V000883621
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,13/03/2015,1101.44,RESIDENTIAL LONG TERM,V000883708
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,13/03/2015,988.56,RESIDENTIAL LONG TERM,V000883748
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,13/03/2015,738.36,RESIDENTIAL LONG TERM,V000883768
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,13/03/2015,1052.08,RESIDENTIAL LONG TERM,V000883978
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,13/03/2015,1081.2,RESIDENTIAL LONG TERM,V000884084
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,13/03/2015,1093.68,RESIDENTIAL LONG TERM,V000884199
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,13/03/2015,1226.68,RESIDENTIAL LONG TERM,V000884324
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,13/03/2015,976.5,RESIDENTIAL LONG TERM,V000884356
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,13/03/2015,1093.68,RESIDENTIAL LONG TERM,V000884360
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,13/03/2015,984.48,RESIDENTIAL LONG TERM,V000884665
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,13/03/2015,995.4,RESIDENTIAL LONG TERM,V000884766
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,13/03/2015,953.6,RESIDENTIAL LONG TERM,V000884786
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,13/03/2015,1093.68,RESIDENTIAL LONG TERM,V000884829
ROCHDALE BOROUGH COUNCIL,02/03/2015,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,02/03/2015,2384.22,SHORT TERM CARE - RESIDENTIAL,V000879339
ROCHDALE BOROUGH COUNCIL,11/03/2015,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,11/03/2015,2384.22,SHORT TERM CARE - RESIDENTIAL,V000881409
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,LIVABILITY,13/03/2015,3270.08,RESIDENTIAL LONG TERM,V000884248
ROCHDALE BOROUGH COUNCIL,06/03/2015,FINANCE SERVICES,LOCAL GOVERNMENT FUTURES LTD,06/03/2015,2500,SUBSCRIPTIONS,V000879615
ROCHDALE BOROUGH COUNCIL,18/03/2015,CHILDREN’S SOCIAL CARE,LORIMER FOSTER SERVICES,18/03/2015,3148.2,FOSTER PARENTS BASIC ALLOWANCE,V000885932
ROCHDALE BOROUGH COUNCIL,18/03/2015,CHILDREN’S SOCIAL CARE,LORIMER FOSTER SERVICES,18/03/2015,2990.8,FOSTER PARENTS BASIC ALLOWANCE,V000885937
ROCHDALE BOROUGH COUNCIL,17/03/2015,PHYSICAL DIS & OLDER PEOPLE,LPS TRAINING & CONSULTANCY LTD,17/03/2015,525,TRAINING,V000885620
ROCHDALE BOROUGH COUNCIL,24/03/2015,PHYSICAL DIS & OLDER PEOPLE,M & T CONSTRUCTION LIMITED,24/03/2015,575,ADAPTATIONS,V000887632
ROCHDALE BOROUGH COUNCIL,16/03/2015,PHYSICAL DIS & OLDER PEOPLE,M & T CONSTRUCTION LIMITED,16/03/2015,975,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V000885278
ROCHDALE BOROUGH COUNCIL,27/03/2015,ECONOMY AND ENVIRONMENT,M N PROPERTY CONSULTANTS,27/03/2015,22799.51,MISC INS ALL RISK,V000888223
ROCHDALE BOROUGH COUNCIL,24/03/2015,ECONOMY AND ENVIRONMENT,M N PROPERTY CONSULTANTS,24/03/2015,43625,RENTS,V000886111
ROCHDALE BOROUGH COUNCIL,26/03/2015,CUSTOMERS & CORPORATE SERVICES,M6 THEATRE COMPANY LIMITED,26/03/2015,1350,PROJECT & ACTIVITIES,V000888190
ROCHDALE BOROUGH COUNCIL,13/03/2015,ECONOMY AND ENVIRONMENT,MACE LIMITED,13/03/2015,4180,CONSULTANT FEES,V000880567
ROCHDALE BOROUGH COUNCIL,06/03/2015,PHYSICAL DIS & OLDER PEOPLE,MACK4 LIMITED,06/03/2015,1405,TRANSACTIONS-EXPENDITURE,V000881097
ROCHDALE BOROUGH COUNCIL,25/03/2015,PROPERTY AND HIGHWAYS,MAILBOX STAMFORD PRODUCTS LTD,25/03/2015,2020,MATERIAL - GENERAL,V000879678
ROCHDALE BOROUGH COUNCIL,20/03/2015,LEARNING DIS & MENTAL HEALTH,MAKING SPACE,20/03/2015,4367,SP BLOCK PAYMENTS - EXTERNAL,V000886332
ROCHDALE BOROUGH COUNCIL,18/03/2015,CUSTOMERS & CORPORATE SERVICES,MANCHESTER CITY COUNCIL,18/03/2015,1170,EQUIPMENT - GENERAL,V000885887
ROCHDALE BOROUGH COUNCIL,27/03/2015,ECONOMY AND ENVIRONMENT,MANCHESTER DOGS HOME,27/03/2015,1799.6,FEES / COMMISSION,V000889008
ROCHDALE BOROUGH COUNCIL,06/03/2015,PROPERTY AND HIGHWAYS,MANCHESTER PANEL PRODUCTS LTD,06/03/2015,1488,TRANSACTIONS-EXPENDITURE,V000881040
ROCHDALE BOROUGH COUNCIL,12/03/2015,PHYSICAL DIS & OLDER PEOPLE,MANCHESTER WORKING LIMITED,12/03/2015,14337,MAINTENANCE STAIRLIFTS,V000880043
ROCHDALE BOROUGH COUNCIL,26/03/2015,PHYSICAL DIS & OLDER PEOPLE,MANCHESTER WORKING LIMITED,26/03/2015,14337,MAINTENANCE STAIRLIFTS,V000885893
ROCHDALE BOROUGH COUNCIL,27/03/2015,CUSTOMERS & CORPORATE SERVICES,MAON,27/03/2015,37250,REPAIRS & ALTS OF BUILDINGS,V000889084
ROCHDALE BOROUGH COUNCIL,09/03/2015,CUSTOMERS & CORPORATE SERVICES,MARK ROBERTS,09/03/2015,600,PROFESSIONAL FEES,V000881308
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,MARSHMEAD LIMITED,13/03/2015,1416.56,RESIDENTIAL LONG TERM,V000884102
ROCHDALE BOROUGH COUNCIL,24/03/2015,ECONOMY AND ENVIRONMENT,MASSEY & HARRIS (ENGINEERING) LTD,24/03/2015,1690,EQUIPMENT - GENERAL,V000883362
ROCHDALE BOROUGH COUNCIL,11/03/2015,EARLY HELP AND SCHOOLS,MATTHEW MOSS HIGH SCHOOL,11/03/2015,35600.02,COSTS MET BY SCHOOL,V000882075
ROCHDALE BOROUGH COUNCIL,11/03/2015,EARLY HELP AND SCHOOLS,MATTHEW MOSS HIGH SCHOOL,11/03/2015,36381.82,COSTS MET BY SCHOOL,V000882077
ROCHDALE BOROUGH COUNCIL,11/03/2015,EARLY HELP AND SCHOOLS,MATTHEW MOSS HIGH SCHOOL,11/03/2015,17845.45,COSTS MET BY SCHOOL,V000882086
ROCHDALE BOROUGH COUNCIL,24/03/2015,CUSTOMERS & CORPORATE SERVICES,MATTHEW MOSS HIGH SCHOOL,24/03/2015,642.4,GRANTS TO THE VOLUNTARY SECTOR,V000887676
ROCHDALE BOROUGH COUNCIL,09/03/2015,EARLY HELP AND SCHOOLS,MAUDESPORT LTD,09/03/2015,791.67,PROJECT & ACTIVITIES,V000872843
ROCHDALE BOROUGH COUNCIL,13/03/2015,ECONOMY AND ENVIRONMENT,MECHPLANT NORTH WEST LIMITED,13/03/2015,549.2,TRANSACTIONS-EXPENDITURE,V000881455
ROCHDALE BOROUGH COUNCIL,18/03/2015,CHILDREN’S SOCIAL CARE,MECROW MEDICAL SERVICES LIMITED,18/03/2015,513,MEDICAL FEES,V000885739
ROCHDALE BOROUGH COUNCIL,12/03/2015,CHILDREN’S SOCIAL CARE,MEG BOUSTEAD LTD,12/03/2015,4800,AGENCY STAFF,V000882967
ROCHDALE BOROUGH COUNCIL,12/03/2015,CHILDREN’S SOCIAL CARE,MEG BOUSTEAD LTD,12/03/2015,5200,AGENCY STAFF,V000882968
ROCHDALE BOROUGH COUNCIL,12/03/2015,CHILDREN’S SOCIAL CARE,MEG BOUSTEAD LTD,12/03/2015,2000,AGENCY STAFF,V000882969
ROCHDALE BOROUGH COUNCIL,12/03/2015,CHILDREN’S SOCIAL CARE,MEG BOUSTEAD LTD,12/03/2015,6000,AGENCY STAFF,V000882970
ROCHDALE BOROUGH COUNCIL,19/03/2015,CHILDREN’S SOCIAL CARE,MEG BOUSTEAD LTD,19/03/2015,4400,AGENCY STAFF,V000882971
ROCHDALE BOROUGH COUNCIL,12/03/2015,LEARNING DIS & MENTAL HEALTH,MENCAP,12/03/2015,5207.58,HOME CARE SPOT PURCHASES,V000883310
ROCHDALE BOROUGH COUNCIL,12/03/2015,LEARNING DIS & MENTAL HEALTH,MENCAP,12/03/2015,528,HOME CARE SPOT PURCHASES,V000883315
ROCHDALE BOROUGH COUNCIL,30/03/2015,LEARNING DIS & MENTAL HEALTH,MENCAP,30/03/2015,528,HOME CARE SPOT PURCHASES,V000889149
ROCHDALE BOROUGH COUNCIL,12/03/2015,LEARNING DIS & MENTAL HEALTH,MENCAP,12/03/2015,607.2,PERSONAL BUDGETS - MANAGED,V000883342
ROCHDALE BOROUGH COUNCIL,25/03/2015,LEARNING DIS & MENTAL HEALTH,MENCAP,25/03/2015,809.6,PERSONAL BUDGETS - MANAGED,V000887872
ROCHDALE BOROUGH COUNCIL,26/03/2015,LEARNING DIS & MENTAL HEALTH,MENCAP,26/03/2015,809.6,PERSONAL BUDGETS - MANAGED,V000887991
ROCHDALE BOROUGH COUNCIL,26/03/2015,LEARNING DIS & MENTAL HEALTH,MENCAP,26/03/2015,607.2,PERSONAL BUDGETS - MANAGED,V000887993
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,MERIDIAN HEALTHCARE LTD,13/03/2015,1848,RESIDENTIAL LONG TERM,V000883889
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,MERIDIAN HEALTHCARE LTD,13/03/2015,1254.92,RESIDENTIAL LONG TERM,V000884436
ROCHDALE BOROUGH COUNCIL,12/03/2015,FINANCE SERVICES,MERITEC LIMITED,12/03/2015,12626.25,AGENCY STAFF,V000881208
ROCHDALE BOROUGH COUNCIL,26/03/2015,PROPERTY AND HIGHWAYS,MET OFFICE,26/03/2015,1475,TRAINING,V000881244
ROCHDALE BOROUGH COUNCIL,25/03/2015,PHYSICAL DIS & OLDER PEOPLE,MICK TAYLOR LIMITED,25/03/2015,3610,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,V000887667
ROCHDALE BOROUGH COUNCIL,16/03/2015,PHYSICAL DIS & OLDER PEOPLE,MICK TAYLOR LIMITED,16/03/2015,6485,TRANSACTIONS-EXPENDITURE,V000885273
ROCHDALE BOROUGH COUNCIL,27/03/2015,CHILDREN’S SOCIAL CARE,MIDDLETON PSYCHOLOGY LIMITED,27/03/2015,1080.38,MEDICAL FEES,V000881750
ROCHDALE BOROUGH COUNCIL,12/03/2015,CUSTOMERS & CORPORATE SERVICES,MIDLAND SOFTWARE LTD,12/03/2015,1933.45,SOFTWARE,V000881981
ROCHDALE BOROUGH COUNCIL,17/03/2015,CUSTOMERS & CORPORATE SERVICES,MIDLAND SOFTWARE LTD,17/03/2015,2403.99,SOFTWARE,V000885463
ROCHDALE BOROUGH COUNCIL,17/03/2015,CUSTOMERS & CORPORATE SERVICES,MIDLAND SOFTWARE LTD,17/03/2015,17481.37,SOFTWARE,V000885464
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,MILLREED LODGE NURSING HOME,13/03/2015,1155.28,NURSING LONG TERM,V000884814
ROCHDALE BOROUGH COUNCIL,10/03/2015,CHILDREN’S SOCIAL CARE,MILLS INITIATIVES LIMITED,10/03/2015,7778.63,RENTS,V000881755
ROCHDALE BOROUGH COUNCIL,06/03/2015,EARLY HELP AND SCHOOLS,MINI SOIL SURVEYS (NORTHERN) LTD,06/03/2015,525,REPAIRS & ALTS OF BUILDINGS,V000879677
ROCHDALE BOROUGH COUNCIL,13/03/2015,PROPERTY AND HIGHWAYS,MINI SOIL SURVEYS (NORTHERN) LTD,13/03/2015,2200,TRANSACTIONS-EXPENDITURE,V000881250
ROCHDALE BOROUGH COUNCIL,13/03/2015,CUSTOMERS & CORPORATE SERVICES,MISCO,13/03/2015,736.3,IT EQUIPMENT,V000882083
ROCHDALE BOROUGH COUNCIL,06/03/2015,CUSTOMERS & CORPORATE SERVICES,MISCO,06/03/2015,624.47,PURCHASE OF ICT HARDWARE,V000880889
ROCHDALE BOROUGH COUNCIL,06/03/2015,CUSTOMERS & CORPORATE SERVICES,MISCO,06/03/2015,3433.43,PURCHASE OF ICT HARDWARE,V000880908
ROCHDALE BOROUGH COUNCIL,20/03/2015,CUSTOMERS & CORPORATE SERVICES,MISCO,20/03/2015,622.98,PURCHASE OF ICT HARDWARE,V000885449
ROCHDALE BOROUGH COUNCIL,27/03/2015,LEARNING DIS & MENTAL HEALTH,MOLESWORTHS BRIGHT CLEGG,27/03/2015,17718.01,NURSING LONG TERM,V000888058
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,13/03/2015,971.88,RESIDENTIAL LONG TERM,V000883423
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,13/03/2015,944.16,RESIDENTIAL LONG TERM,V000883695
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,13/03/2015,819.48,RESIDENTIAL LONG TERM,V000884182
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,13/03/2015,802.36,RESIDENTIAL LONG TERM,V000884316
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,13/03/2015,1101.68,RESIDENTIAL LONG TERM,V000884337
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,13/03/2015,1093.68,RESIDENTIAL LONG TERM,V000884483
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,MOOR PARK HOUSE,13/03/2015,1093.68,RESIDENTIAL LONG TERM,V000884691
ROCHDALE BOROUGH COUNCIL,18/03/2015,ECONOMY AND ENVIRONMENT,MOOREND DEVELOPMENT TRUST LIMITED,18/03/2015,500,PROJECT & ACTIVITIES,V000876951
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,MOORHAVEN NURSING HOME,13/03/2015,1051.72,RESIDENTIAL LONG TERM,V000883488
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,13/03/2015,5371.12,RESIDENTIAL LONG TERM,V000883444
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,13/03/2015,3729.68,RESIDENTIAL LONG TERM,V000883462
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,13/03/2015,4455.88,RESIDENTIAL LONG TERM,V000883524
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,13/03/2015,4672.24,RESIDENTIAL LONG TERM,V000883526
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,13/03/2015,3755.16,RESIDENTIAL LONG TERM,V000883560
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,13/03/2015,3756.08,RESIDENTIAL LONG TERM,V000883611
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,13/03/2015,3756.96,RESIDENTIAL LONG TERM,V000883634
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,MORNINGTON HOUSE W E F,13/03/2015,4418.48,RESIDENTIAL LONG TERM,V000883657
ROCHDALE BOROUGH COUNCIL,18/03/2015,CUSTOMERS & CORPORATE SERVICES,MR NEIL OWEN CASEY,18/03/2015,600,PROFESSIONAL FEES,V000886091
ROCHDALE BOROUGH COUNCIL,27/03/2015,EARLY HELP AND SCHOOLS,MR PAUL I COPPACK,27/03/2015,2000,PROJECT & ACTIVITIES,V000885722
ROCHDALE BOROUGH COUNCIL,09/03/2015,CHILDREN’S SOCIAL CARE,MR REMY ZENTAR,09/03/2015,600,PROFESSIONAL FEES,V000881307
ROCHDALE BOROUGH COUNCIL,23/03/2015,CUSTOMERS & CORPORATE SERVICES,MR REMY ZENTAR,23/03/2015,2490,PROFESSIONAL FEES,V000887343
ROCHDALE BOROUGH COUNCIL,18/03/2015,CUSTOMERS & CORPORATE SERVICES,MR S A WALKINSHAW,18/03/2015,2797.5,EXPERT REPORTS,V000885926
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,MR S MUNBODHOWA,13/03/2015,1254.08,RESIDENTIAL LONG TERM,V000883466
ROCHDALE BOROUGH COUNCIL,19/03/2015,CUSTOMERS & CORPORATE SERVICES,MULTICULTURAL ARTS AND MEDIA CENTRE,19/03/2015,2500,GRANTS AND SUBSCRIPTIONS - GENERAL,V000878487
ROCHDALE BOROUGH COUNCIL,03/03/2015,PROPERTY AND HIGHWAYS,NAB CONTRACTORS LTD,03/03/2015,2750,TRANSACTIONS-EXPENDITURE,V000879895
ROCHDALE BOROUGH COUNCIL,10/03/2015,PROPERTY AND HIGHWAYS,NAB CONTRACTORS LTD,10/03/2015,700,TRANSACTIONS-EXPENDITURE,V000879896
ROCHDALE BOROUGH COUNCIL,24/03/2015,PROPERTY AND HIGHWAYS,NAB CONTRACTORS LTD,24/03/2015,675,TRANSACTIONS-EXPENDITURE,V000887424
ROCHDALE BOROUGH COUNCIL,03/03/2015,ECONOMY AND ENVIRONMENT,NATIONAL FLOOD FORUM,03/03/2015,30000,PROJECT & ACTIVITIES,V000879498
ROCHDALE BOROUGH COUNCIL,20/03/2015,EARLY HELP AND SCHOOLS,NATURES NURSERY HUDDERSFIELD LTD,20/03/2015,720,GRANTS AND SUBSCRIPTIONS - GENERAL,V000886902
ROCHDALE BOROUGH COUNCIL,30/03/2015,ECONOMY AND ENVIRONMENT,NATURESCAPE,30/03/2015,720,PROJECT & ACTIVITIES,V000888182
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,NAZARETH HOUSE CARE HOME,13/03/2015,701.84,RESIDENTIAL LONG TERM,V000884002
ROCHDALE BOROUGH COUNCIL,04/03/2015,PROPERTY AND HIGHWAYS,NEOPOST CREDIFON LIMITED,04/03/2015,600,CONTRIBUTION TO PROVISIONS,V000880264
ROCHDALE BOROUGH COUNCIL,17/03/2015,PROPERTY AND HIGHWAYS,NEOPOST CREDIFON LIMITED,17/03/2015,600,CONTRIBUTION TO PROVISIONS,V000885523
ROCHDALE BOROUGH COUNCIL,27/03/2015,PROPERTY AND HIGHWAYS,NEOPOST FINANCE LIMITED,27/03/2015,1200,POSTAGE,V000888408
ROCHDALE BOROUGH COUNCIL,06/03/2015,CUSTOMERS & CORPORATE SERVICES,NETWORKS FIRST LTD,06/03/2015,613,PURCHASE OF ICT HARDWARE,V000880891
ROCHDALE BOROUGH COUNCIL,25/03/2015,CUSTOMERS & CORPORATE SERVICES,NETWORKS FIRST LTD,25/03/2015,613,PURCHASE OF ICT HARDWARE,V000887516
ROCHDALE BOROUGH COUNCIL,10/03/2015,CHILDREN’S SOCIAL CARE,NEW HORIZONS STOCKPORT LIMITED,10/03/2015,7954,EDB PLACEMENTS,V000881618
ROCHDALE BOROUGH COUNCIL,04/03/2015,ECONOMY AND ENVIRONMENT,NEW IMAGE (PUBLIC RELATIONS) LIMITED,04/03/2015,6000,SERVICES - GENERAL,V000879898
ROCHDALE BOROUGH COUNCIL,24/03/2015,ECONOMY AND ENVIRONMENT,NEW IMAGE (PUBLIC RELATIONS) LIMITED,24/03/2015,7800,SERVICES - GENERAL,V000887486
ROCHDALE BOROUGH COUNCIL,19/03/2015,ECONOMY AND ENVIRONMENT,NEW MIND INTERNET CONSULTANCY LTD,19/03/2015,1200,MARKETING,V000885293
ROCHDALE BOROUGH COUNCIL,19/03/2015,ECONOMY AND ENVIRONMENT,NEW MIND INTERNET CONSULTANCY LTD,19/03/2015,-600,MARKETING EXPENDITURE,V000885287
ROCHDALE BOROUGH COUNCIL,10/03/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/03/2015,2562.86,HOME CARE SPOT PURCHASES,V000881605
ROCHDALE BOROUGH COUNCIL,10/03/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/03/2015,518.14,HOME CARE SPOT PURCHASES,V000881606
ROCHDALE BOROUGH COUNCIL,10/03/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/03/2015,1708.57,HOME CARE SPOT PURCHASES,V000881607
ROCHDALE BOROUGH COUNCIL,10/03/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,10/03/2015,1709.16,HOME CARE SPOT PURCHASES,V000881609
ROCHDALE BOROUGH COUNCIL,16/03/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,16/03/2015,520,HOME CARE SPOT PURCHASES,V000885131
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,13/03/2015,780,HOME CARE SPOT PURCHASES,V000885137
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,13/03/2015,1543.76,HOME CARE SPOT PURCHASES,V000885139
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,13/03/2015,1300,INDIVIDUAL SERVICE FUND,V000882532
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,13/03/2015,3666,INDIVIDUAL SERVICE FUND,V000882553
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,13/03/2015,884,INDIVIDUAL SERVICE FUND,V000882594
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,13/03/2015,520,INDIVIDUAL SERVICE FUND,V000882723
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,13/03/2015,1040,INDIVIDUAL SERVICE FUND,V000882793
ROCHDALE BOROUGH COUNCIL,13/03/2015,PHYSICAL DIS & OLDER PEOPLE,NEWBARN LTD,13/03/2015,1932.8,LD SUPPORTED LIVING,V000882693
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,13/03/2015,2204.84,LD SUPPORTED LIVING,V000882716
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,13/03/2015,1582,LD SUPPORTED LIVING,V000882733
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,13/03/2015,2028,LD SUPPORTED LIVING,V000882773
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,13/03/2015,2088,LD SUPPORTED LIVING,V000882775
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,13/03/2015,998,LD SUPPORTED LIVING,V000882781
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,13/03/2015,2286.64,LD SUPPORTED LIVING,V000882786
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,13/03/2015,3378.64,LD SUPPORTED LIVING,V000882787
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,13/03/2015,1060,LD SUPPORTED LIVING,V000882845
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,13/03/2015,1736,LD SUPPORTED LIVING,V000882846
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,13/03/2015,2912,LD SUPPORTED LIVING,V000882849
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,13/03/2015,-505.14,PERSONAL BUDGETS - MANAGED,V000884235
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,13/03/2015,-832,PERSONAL BUDGETS - MANAGED,V000884236
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,13/03/2015,-832,PERSONAL BUDGETS - MANAGED,V000884237
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,13/03/2015,-832,PERSONAL BUDGETS - MANAGED,V000884238
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,13/03/2015,520,PERSONAL BUDGETS - MANAGED,V000884239
ROCHDALE BOROUGH COUNCIL,13/03/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,13/03/2015,520,PERSONAL BUDGETS - MANAGED,V000884560
