Organisation Name,Effective Date,Service,Supplier Name,Paid Date,Net Amount (£),Purpose,Transaction Number
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,GUINNESS NORTHERN COUNTIES,13/05/2016,3947.62,SP SUBSIDY PAYMENTS - EXTERNAL,V001008107
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,CONTOUR HOUSING ASSOCIATION,13/05/2016,3396,SP SUBSIDY PAYMENTS - EXTERNAL,V001008108
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,WEST PENNINE HOUSING ASS REGENDA,13/05/2016,1284.5,SP SUBSIDY PAYMENTS - EXTERNAL,V001008109
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,ST VINCENT`S HOUSING ASSOCIATION,13/05/2016,3355.73,SP SUBSIDY PAYMENTS - EXTERNAL,V001008110
Rochdale Borough Council,13/05/2016,LEARNING DIS & MENTAL HEALTH,BOND BOARD LTD,13/05/2016,5678.55,SP BLOCK PAYMENTS - EXTERNAL,V001008111
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,HOUSING 21,13/05/2016,690.41,SP SUBSIDY PAYMENTS - EXTERNAL,V001008113
Rochdale Borough Council,13/05/2016,LEARNING DIS & MENTAL HEALTH,TOGETHER WORKING FOR WELLBEING,13/05/2016,11498.42,SP BLOCK PAYMENTS - EXTERNAL,V001008114
Rochdale Borough Council,13/05/2016,LEARNING DIS & MENTAL HEALTH,PENDLETON CARE LTD,13/05/2016,633.6,LD SUPPORTED LIVING,V001008115
Rochdale Borough Council,13/05/2016,LEARNING DIS & MENTAL HEALTH,BARNARDOS,13/05/2016,14855.5,SP BLOCK PAYMENTS - EXTERNAL,V001008116
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,ROCHDALE BOROUGHWIDE HOUSING,13/05/2016,29565.3,SP SUBSIDY PAYMENTS - EXTERNAL,V001008117
Rochdale Borough Council,13/05/2016,LEARNING DIS & MENTAL HEALTH,ROCHDALE AND DISTRICT MIND,13/05/2016,18562.92,SERVICE LEVEL AGREEMENTS,V001008118
Rochdale Borough Council,13/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC,13/05/2016,16804.14,PRIVATE CONTRACTORS,V001008119
Rochdale Borough Council,13/05/2016,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC,13/05/2016,46010.46,PRIVATE CONTRACTORS,V001008120
Rochdale Borough Council,18/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,CHILDSCAPE LIMITED,18/05/2016,7287,EQUIPMENT - GENERAL,V001008121
Rochdale Borough Council,19/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,CHILDSCAPE LIMITED,19/05/2016,723,EQUIPMENT - GENERAL,V001008123
Rochdale Borough Council,05/05/2016,CHILDREN’S SOCIAL CARE,CAMBIAN CHILDCARE LIMITED,05/05/2016,-2533.71,FOSTER PARENTS BASIC ALLOWANCE,V001008125
Rochdale Borough Council,16/05/2016,CHILDREN’S SOCIAL CARE,ADVANCED CHILDCARE LIMITED,16/05/2016,5700.86,FOSTER PARENTS BASIC ALLOWANCE,V001008126
Rochdale Borough Council,13/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,PITNEY BOWES POSTAGE BY PHONE,13/05/2016,22000,TRANSACTIONS-EXPENDITURE,V001008139
Rochdale Borough Council,13/05/2016,ECONOMY DIRECTORATE,GMCA,13/05/2016,1475329.6,PASSENGER TRANSPORT LEVY,V001008140
Rochdale Borough Council,11/05/2016,PHYSICAL DIS & OLDER PEOPLE,ALLIED HEALTHCARE GROUP LIMITED,11/05/2016,14037.68,HOME CARE,V001008141
Rochdale Borough Council,11/05/2016,PHYSICAL DIS & OLDER PEOPLE,CALDERDALE HOMECARE LIMITED,11/05/2016,8358.85,HOME CARE,V001008142
Rochdale Borough Council,11/05/2016,PHYSICAL DIS & OLDER PEOPLE,CARE 4 U,11/05/2016,9803.17,HOME CARE,V001008143
Rochdale Borough Council,11/05/2016,PHYSICAL DIS & OLDER PEOPLE,CAREWATCH CARE SERVICES LTD,11/05/2016,5559.43,HOME CARE,V001008144
Rochdale Borough Council,11/05/2016,PHYSICAL DIS & OLDER PEOPLE,COMMUNITY CARE LINE SERVICES,11/05/2016,5030.43,HOME CARE,V001008145
Rochdale Borough Council,11/05/2016,PHYSICAL DIS & OLDER PEOPLE,COMFORT CALL LTD,11/05/2016,13192.9,HOME CARE,V001008146
Rochdale Borough Council,11/05/2016,PHYSICAL DIS & OLDER PEOPLE,COTTAGE HOMECARE SERVICES,11/05/2016,2730.5,HOME CARE,V001008147
Rochdale Borough Council,11/05/2016,PHYSICAL DIS & OLDER PEOPLE,CROSSROADS CARE IN GREATER MANCHESTER,11/05/2016,2945.1,HOME CARE,V001008148
Rochdale Borough Council,11/05/2016,PHYSICAL DIS & OLDER PEOPLE,DIRECT HEALTH UK LTD,11/05/2016,2597.5,HOME CARE,V001008149
Rochdale Borough Council,11/05/2016,PHYSICAL DIS & OLDER PEOPLE,GRACE LIVE IN CARERS,11/05/2016,1622.26,HOME CARE,V001008150
Rochdale Borough Council,11/05/2016,PHYSICAL DIS & OLDER PEOPLE,HOMECARE SUPPORT,11/05/2016,3274.25,HOME CARE,V001008151
Rochdale Borough Council,11/05/2016,PHYSICAL DIS & OLDER PEOPLE,HG CARE SERVICES LIMITED,11/05/2016,3505.91,HOME CARE,V001008152
Rochdale Borough Council,11/05/2016,PHYSICAL DIS & OLDER PEOPLE,HOMECARE4U LTD,11/05/2016,6056.39,HOME CARE,V001008153
Rochdale Borough Council,11/05/2016,PHYSICAL DIS & OLDER PEOPLE,THE MEARS GROUP,11/05/2016,1354.65,HOME CARE,V001008154
Rochdale Borough Council,11/05/2016,PHYSICAL DIS & OLDER PEOPLE,PREMIER CARE,11/05/2016,11548.97,HOME CARE,V001008155
Rochdale Borough Council,11/05/2016,PHYSICAL DIS & OLDER PEOPLE,RESPITE NORTH WEST LIMITED,11/05/2016,535.91,HOME CARE,V001008156
Rochdale Borough Council,11/05/2016,PHYSICAL DIS & OLDER PEOPLE,SEVACARE,11/05/2016,14607.71,HOME CARE,V001008157
Rochdale Borough Council,11/05/2016,PHYSICAL DIS & OLDER PEOPLE,SUNSHINE CARE CO-OP,11/05/2016,2480.41,HOME CARE,V001008158
Rochdale Borough Council,12/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,THE PROTON GROUP LIMITED,12/05/2016,511.72,CLEANING MATERIALS,V001008164
Rochdale Borough Council,12/05/2016,PROPERTY AND HIGHWAYS,E ON SUSTAINABLE ENERGY,12/05/2016,1613.8,REPAIRS & ALTS OF BUILDINGS,V001008184
Rochdale Borough Council,12/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,585.56,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,587.71,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,659.69,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,PHYSICAL DIS & OLDER PEOPLE,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,775.61,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,778.85,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,808.6,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,821.41,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,823.22,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,835.39,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,853.33,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,EARLY HELP AND SCHOOLS,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,881.12,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,964.28,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,1034.13,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,1061.33,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,1077.35,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,1128.55,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,1192,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,1253.79,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,1609.13,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,1649.02,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,LEARNING DIS & MENTAL HEALTH,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,1772.65,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,1821.77,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,1861.73,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,PROPERTY AND HIGHWAYS,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,2115.66,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,ECONOMY DIRECTORATE,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,2120.92,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,2208.27,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,CHILDREN’S SOCIAL CARE,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,2285.88,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,2306.4,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,2311.94,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,3271.25,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,FINANCE SERVICES,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,8498.58,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,15082.99,AGENCY STAFF,V001008185
Rochdale Borough Council,12/05/2016,ECONOMY DIRECTORATE,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,517.89,CAPITAL SALARIES,V001008185
Rochdale Borough Council,12/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,5089.36,CAPITAL SALARIES,V001008185
Rochdale Borough Council,12/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,HAYS SPECIALIST RECRUITMENT LTD,12/05/2016,2256.07,AGILISYS CONTRACT,V001008185
Rochdale Borough Council,20/05/2016,FINANCE SERVICES,NORTHERN STAGE SERVICES LTD,20/05/2016,1450,PRINTING & STATIONERY,V001008186
Rochdale Borough Council,11/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,RED MOON HOLDINGS LTD,11/05/2016,2500,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008188
Rochdale Borough Council,11/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,REDACTED AT SOURCE,11/05/2016,2250,GRANTS AND SUBSCRIPTIONS - GENERAL,V001008189
Rochdale Borough Council,13/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,CF CORPORATE FINANCE LTD,13/05/2016,696.18,HIRE OF EQUIPMENT,V001008191
Rochdale Borough Council,17/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,ASKEWS AND HOLTS LIBRARY SERVICES LTD,17/05/2016,662.06,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,V001008204
Rochdale Borough Council,11/05/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,11/05/2016,671.28,RENT ALLOWS-PRIVATE TENANTS ST,V001008210
Rochdale Borough Council,11/05/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,11/05/2016,876.96,RENT ALLOWS-PRIVATE TENANTS ST,V001008216
Rochdale Borough Council,11/05/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,11/05/2016,1161.2,RENT ALLOWS-PRIVATE TENANTS ST,V001008230
Rochdale Borough Council,11/05/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,11/05/2016,684.67,RENT ALLOWS-PRIVATE TENANTS ST,V001008239
Rochdale Borough Council,11/05/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,11/05/2016,692.6,RENT ALLOWS-PRIVATE TENANTS ST,V001008250
Rochdale Borough Council,11/05/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,11/05/2016,769.15,RENT ALLOWS-PRIVATE TENANTS ST,V001008252
Rochdale Borough Council,11/05/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,11/05/2016,1008,RENT ALLOWS-PRIVATE TENANTS ST,V001008256
Rochdale Borough Council,11/05/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,11/05/2016,628.78,RENT ALLOWS-PRIVATE TENANTS ST,V001008258
Rochdale Borough Council,11/05/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,11/05/2016,765.68,RENT ALLOWS-PRIVATE TENANTS ST,V001008262
Rochdale Borough Council,11/05/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,11/05/2016,616.95,RENT ALLOWS-PRIVATE TENANTS ST,V001008263
Rochdale Borough Council,11/05/2016,FINANCE SERVICES,REDACTED - PERSONAL DATA,11/05/2016,529.72,RENT ALLOWS-PRIVATE TENANTS ST,V001008265
Rochdale Borough Council,12/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,WLG WHOLESALERS,12/05/2016,1857.81,CATERING - GENERAL,V001008266
Rochdale Borough Council,12/05/2016,EARLY HELP AND SCHOOLS,SALIX,12/05/2016,11250,IMPROVEMENTS-MODERNISATION,V001008269
Rochdale Borough Council,12/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,WLG WHOLESALERS,12/05/2016,636.84,CATERING - GENERAL,V001008270
Rochdale Borough Council,12/05/2016,NEIGHBOURHOODS AND ENVIRONMENT,WLG WHOLESALERS,12/05/2016,1248.47,CATERING - GENERAL,V001008271
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,562.34,RESIDENTIAL LONG TERM,V001008276
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,13/05/2016,515.68,RESIDENTIAL LONG TERM,V001008277
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,598.12,NURSING LONG TERM,V001008278
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,598.12,NURSING LONG TERM,V001008279
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,602.82,RESIDENTIAL LONG TERM,V001008280
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,13/05/2016,569.38,RESIDENTIAL LONG TERM,V001008281
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,623.3,RESIDENTIAL LONG TERM,V001008282
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,13/05/2016,582.8,RESIDENTIAL LONG TERM,V001008284
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,598.12,NURSING LONG TERM,V001008285
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,13/05/2016,623.3,RESIDENTIAL LONG TERM,V001008286
Rochdale Borough Council,13/05/2016,LEARNING DIS & MENTAL HEALTH,BUPA CARE HOMES LIMITED,13/05/2016,598.12,RESIDENTIAL LONG TERM,V001008287
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,HALF ACRE HOUSE,13/05/2016,598.12,RESIDENTIAL LONG TERM,V001008288
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,598.12,NURSING LONG TERM,V001008289
Rochdale Borough Council,13/05/2016,LEARNING DIS & MENTAL HEALTH,BUPA CARE HOMES LIMITED,13/05/2016,598.12,NURSING LONG TERM,V001008290
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,598.12,RESIDENTIAL LONG TERM,V001008291
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,587.18,RESIDENTIAL LONG TERM,V001008292
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,13/05/2016,598.12,RESIDENTIAL LONG TERM,V001008293
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,546.04,RESIDENTIAL LONG TERM,V001008295
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,571.88,NURSING LONG TERM,V001008296
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,13/05/2016,604.12,RESIDENTIAL LONG TERM,V001008298
Rochdale Borough Council,13/05/2016,LEARNING DIS & MENTAL HEALTH,FOUR SEASONS HEALTHCARE,13/05/2016,623.3,RESIDENTIAL LONG TERM,V001008299
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,13/05/2016,598.12,RESIDENTIAL LONG TERM,V001008300
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,13/05/2016,592.12,RESIDENTIAL LONG TERM,V001008301
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,13/05/2016,598.12,RESIDENTIAL LONG TERM,V001008304
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,13/05/2016,598.12,RESIDENTIAL LONG TERM,V001008305
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,602.12,RESIDENTIAL LONG TERM,V001008307
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,13/05/2016,583.54,RESIDENTIAL LONG TERM,V001008308
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,HALF ACRE HOUSE,13/05/2016,598.12,RESIDENTIAL LONG TERM,V001008309
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,13/05/2016,598.12,RESIDENTIAL LONG TERM,V001008310
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,606.92,RESIDENTIAL LONG TERM,V001008311
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,13/05/2016,598.12,RESIDENTIAL LONG TERM,V001008313
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,582.24,RESIDENTIAL LONG TERM,V001008315
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,13/05/2016,598.12,RESIDENTIAL LONG TERM,V001008316
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,564.42,RESIDENTIAL LONG TERM,V001008323
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,13/05/2016,596.56,RESIDENTIAL LONG TERM,V001008324
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,599.96,NURSING LONG TERM,V001008325
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,HALF ACRE HOUSE,13/05/2016,598.12,RESIDENTIAL LONG TERM,V001008326
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,859.52,NURSING LONG TERM,V001008327
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,13/05/2016,608.2,RESIDENTIAL LONG TERM,V001008328
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,598.12,RESIDENTIAL LONG TERM,V001008330
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,598.12,RESIDENTIAL LONG TERM,V001008333
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,594.12,RESIDENTIAL LONG TERM,V001008334
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,859.52,RESIDENTIAL LONG TERM,V001008335
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,578.42,RESIDENTIAL LONG TERM,V001008336
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,547.32,RESIDENTIAL LONG TERM,V001008337
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,568.22,RESIDENTIAL LONG TERM,V001008338
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,13/05/2016,598.12,RESIDENTIAL LONG TERM,V001008339
Rochdale Borough Council,13/05/2016,LEARNING DIS & MENTAL HEALTH,FOUR SEASONS HEALTHCARE,13/05/2016,859.52,RESIDENTIAL LONG TERM,V001008341
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,13/05/2016,566.4,RESIDENTIAL LONG TERM,V001008342
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,541.06,RESIDENTIAL LONG TERM,V001008343
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,541.06,RESIDENTIAL LONG TERM,V001008344
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,13/05/2016,598.12,RESIDENTIAL LONG TERM,V001008345
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,13/05/2016,598.12,RESIDENTIAL LONG TERM,V001008346
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,627.3,RESIDENTIAL LONG TERM,V001008348
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,13/05/2016,581.98,RESIDENTIAL LONG TERM,V001008349
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,CLEGGSWORTH CARE HOME LIMITED,13/05/2016,598.12,RESIDENTIAL LONG TERM,V001008350
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,524.64,RESIDENTIAL LONG TERM,V001008352
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,598.12,RESIDENTIAL LONG TERM,V001008353
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,623.3,RESIDENTIAL LONG TERM,V001008354
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,588.04,RESIDENTIAL LONG TERM,V001008355
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,13/05/2016,623.3,RESIDENTIAL LONG TERM,V001008356
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,551.6,RESIDENTIAL LONG TERM,V001008357
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,859.52,NURSING LONG TERM,V001008358
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,13/05/2016,623.3,RESIDENTIAL LONG TERM,V001008359
Rochdale Borough Council,13/05/2016,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/05/2016,859.52,NURSING LONG TERM,V001008361
