Ratepayer Name,Property Address,Propref,Billing Address,RV
,"Crossley Hill, Halifax, HX3 0PL",64744700,,3450
,"Unit A, Harley House Mill, Harley Street, Todmorden           OL14 5JE",78208706,,6300
Shellon Engineering Ltd,"Unit 1 Riverside Terminal, Cragg Road, Hebden Bridge, HX7 5HB",76156733,"Riverside Terminal, Cragg Road, Mytholmroyd, Hebden Bridge, HX7 5HB",7800
E.J.G Associates Ltd,"Offices 7-9 Britannia Works, Garden Street North, Halifax, HX3 6AE",65132717,"Offices 7-9 Britannia Works, Garden Street North, Halifax, HX3 6AE",4350
,"35 Broad Street, Halifax, HX1 1YA",64400718,,6100
,"57 Saddleworth Road, Greetland, Halifax, HX4 8AG",68444057,,3100
,"New Road, Mytholmroyd, Hebden Bridge, HX7 5DZ",76408701,,1950
Halifax Auto Centre Ltd,"40 South Parade, Halifax, HX1 2LY",68632712,,9400
Benton Industrial Service Ltd,"Unit DY/2, Dean Clough Mills, Halifax, HX3 5AX",64784752,"Unit DY/2, Dean Clough Mills, Halifax, HX3 5AX",6600
,"Unit D Third Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",77690709,,780
,"Unit 15A Moderna Business Pk, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5QQ",76088846,,9000
Railcom Ltd,"Commercial Inn, 1 Gooder Lane, Brighouse, HD6 1HF",29272704,,7500
Digital High Street Limited,"Suite 1 2ND Floor, Park View House, Woodvale Road, Brighouse            HD6 4AB",29656750,,4250
,"1 Thomas Street South, Halifax, HX1 4DS",69036001,,3100
Fast Doors Direct Ltd,"Unit 3A, Ladyship Business Park, Mill Lane, Halifax              HX3 6TA",65808745,"C/O Mansfield House, The Carraige Drive, Holts Lane, Greetland, HX4 8HW",8300
,"13 New Road, Hebden Bridge, HX7 8AD",76396737,,4750
,"Unit 2 Willow Hall Works, Willowfield Road, Halifax, HX2 7NF",69604701,,4750
Visage Beauty Salon Ltd,"275 Queens Road, Halifax, HX1 4NS",68308275,"2 Cross Lane, Elland, HX5 0QQ",3300
,"Unit 2b Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",76256707,,370
,"St Mary Street, Halifax, HX1 2TW",68744700,,5100
D J P Leisure Ltd,"Weavers Arms, 5 Blind Lane, Todmorden, OL14 5HZ",78040710,,3600
,"Sunnyfield, Toothill Bank Terrace, Brighouse, HD6 3EZ",29586700,,1925
,"18A Town Hall Street, Sowerby Bridge, HX6 2EA",77600738,,4600
,"Unit 10 Station Ind Estate, Old Station Road, Luddendenfoot, Halifax              HX2 6AD",68144715,,7400
,"Unit 1, Atlas Mill Road, Brighouse, HD6 1ES",29032724,,3000
,"Unit 4, Rishworth Business Complex, Rishworth, Sowerby Bridge       HX6 4EW",77412736,,2325
,"Unit 3, Rishworth Business Complex, Rishworth, Sowerby Bridge       HX6 4EW",77412737,,3500
Jcl Joinery Ltd,"Unit 10 Church View Offices, Elland Road, Ripponden, Sowerby Bridge       HX6 4DB",77196724,"Unit 10 Church View Offices, Elland Road, Ripponden, HX6 4DB",760
,"Chapelfield Mills, Elland Road, Ripponden, Sowerby Bridge       HX6 4DB",77196725,,2500
,"Market Stall 77-79, Market Hall, Borough Market, Halifax              HX1 1DZ",64288823,,9100
,"Market Stall 2-3, Market Hall, Borough Market, Halifax             HX1 1DZ",64288708,,3750
,"Unit 9 Queens House, Queens Road, Halifax, HX1 3NS",68308817,,4150
,"Magson House Farm, Danny Lane, Luddendenfoot, Halifax              HX2 6DD",64902701,,3250
Freestyle Display Ltd,"196 Rochdale Road, Todmorden, OL14 7NA",78400749,"196 Rochdale Road, Todmorden, Lancashire, OL14 7NA",3050
,"Unit 1 Culver Works, Hopwood Lane, Halifax, HX1 5EZ",64242811,,3600
,"Ground Floor, 127 Savile Park Road, Halifax, HX1 2XH",68472724,,4200
Barclay Firth Ltd,"Riverside Mills Grd Flr, Saddleworth Road, Elland, HX5 0RY",56212767,"Ground Floor, Riverside Mills, Saddleworth Road, Elland, HX5 0RY",4900
Sharpe Hydraulic Services Ltd,"The Gatehouse, Unit 4 Black Brook Way, Stainland Road, Greetland            HX4 8ED",64254706,"78 Helme Lane, Meltham Holmfirth, HD9 5RA",9000
,"Unit 1, 2 Albert Street, Halifax, HX1 5NW",64044710,,9200
,"18 Bethel Street, Brighouse, HD6 1JN",29048016,,5700
,"Office H M 2.7, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",65344878,,810
,"2 Bracken Road, Brighouse, HD6 2HW",29078002,,470
,"Mill Lane, Boothtown, Halifax, HX3 6TN",65808700,,7700
I Decisions [Uk] Ltd,"Unit S M 5.2, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",65344891,"Fao Simon Hewett, Office Sm 5.2, White Rose Mill, Holdsworth Road, Halifax, HX3 6SN",4950
,"77 Burnley Road, Todmorden, OL14 7BS",78076077,,2650
,"Holme End, Hebden Bridge, HX7 8NX",76284730,,6500
The Farm Ripponden Ltd,"Butchers Arms, Rochdale Road, Ripponden, Sowerby Bridge       HX6 4JU",77460724,"Butchers Arms, Rochdale Road, Ripponden, Sowerby Bridge, HX6 4JU",3850
,"213 Shay Lane, Halifax, HX2 9AD",68536865,,1525
,"Towngate Cottage, 5 Towngate, Heptonstall, Hebden Bridge        HX7 7LW",76540005,,1500
Mad Duck Ltd,"Office B17 First Floor, Croft Myl, West Parade, Halifax              HX1 2EQ",69360732,"C/O Taxassist Accountants, 20 Cow Green, Halifax, HX1 1HX",1625
,"Unit 10E, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",76160784,,3350
,"Unit 8, Hillas Industrial Estate, Walker Lane, Sowerby Bridge       HX6 2AR",77632717,,3600
Emma Kay Interiors Ltd,"236 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BQ",77240236,"236 Halifax Road, Ripponden, Sowerby Bridge, HX6 4BG",3700
,"Market Stall 110-111, Market Hall, Borough Market, Halifax              HX1 1DZ",64288819,,4000
,"3 Borough Market, Halifax, HX1 1DY",64288003,,3650
,"3 Ovenden Road, Halifax, HX3 5PN",68156003,,4050
,"119 Haley Hill, Halifax, HX3 6EE",65224119,,1350
,"Waterside, Calder Brook, Hebden Bridge, HX7 8PA",76096702,,3950
,"17 Charles Street, Brighouse, HD6 2DX",29152017,,8300
,"24 Carr House Lane, Shelf, Halifax, HX3 7RB",64496024,,730
,"Tuel Lane, Sowerby Bridge, HX6 2EL",77612700,,3250
,"243 King Cross Road, Halifax, HX1 3JL",65516243,,5700
Murts Motor Centre Ltd,"Sandbed Garage, Burnley Road, Sandbed, Hebden Bridge        HX7 6PT",76456704,,4050
My Automotive Limited,"Victoria Works, Allerton Place, Halifax, HX1 5JJ",64068701,,6800
,"Unit 1 Brian Royd Mills, Brian Royd Lane, Greetland, Halifax              HX4 8PE",64873704,,2075
,"Unit BMG/W2, Dean Clough Mills, Halifax, HX3 5AX",64885721,,5400
,"Unit 3 Washer Lane Works, Washer Lane, Halifax, HX2 7DX",68296746,,1575
,"Suite H M 2.23, Holmfield Mill, Holdsworth Road, Halifax              HX3 6SN",65344964,,940
B & B Properties Ltd,"Unit HM15 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344803,,2700
,"Over 12-16, Bridge Gate, Hebden Bridge, HX7 8EX",76060714,,9900
,"22 Clough Lane, Mixenden, Halifax, HX2 8SN",64612022,,2650
,"Unit 5 Washer Lane Works, Washer Lane, Halifax, HX2 7DX",68296747,,2000
,"Unit 6 Washer Lane Works, Washer Lane, Halifax, HX2 7DX",68296748,,2650
Linden Music Studio Ltd,"Recording Studio, Basement Level Linden Mill, Linden Road, Hebden Bridge        HX7 7DP",76340723,"F.A.O.Mr Steven Scott, 25 Hirst Grove, Hebden Bridge, HX7 8DN",2175
John Henderson (Uk) Ltd,"Unit 7 Victoria Works, The Boathouse, Wharf Street, Brighouse            HD6 1PP",29636720,"Unit 7 Victoria Works, The Boathouse, Wharf Street, Brighouse, HD6 1PP",3900
,"Level 1 The 1850 Mill, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",68526732,,8700
,"286 Queens Road, Halifax, HX1 4NJ",68308286,,5600
,"Unit B R 2, Dean Clough Mills, Halifax, HX3 5AX",64885706,,4600
,"223A King Cross Road, Halifax, HX1 3JL",65516779,,5100
Hipperholme Tyre & Exhaust Ltd,"Unit 5 Lrp Business Park, Halifax Road, Hipperholme, Halifax             HX3 8HD",65232724,"54 Albert Road, Pellon, Halifax, HX2 0DF",2200
S & J Bentley & Sons Ltd,"Unit HM10 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344798,,1650
,"633c Bradford Road, Bailiff Bridge, Brighouse, HD6 4DN",29084633,,6900
Cafe Thai Ltd,"35 Stainland Road, Greetland, Halifax, HX4 8AD",68772035,,9700
P S Ma'An & Son Ltd,"137 Bolton Brow, Sowerby Bridge, HX6 2BD",77076137,,5800
,"Roydfield Garage, 32a Halifax Road, Hipperholme, Halifax             HX3 8HQ",65232722,,2025
,"25 Rastrick Common, Brighouse, HD6 3DW",29480025,,7000
Discovering Life Ltd,"Suite 10 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",76400718,,1950
Parking Ventilation Equipment Ltd,"Unit 5, Prince Of Wales Mill, Birds Royd Lane, Brighouse            HD6 1LQ",29052760,,9600
Organic Human Resources Ltd,"Office 27 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",64242756,,2425
,"1A Copley Street, Halifax, HX3 0LD",64684701,,1700
,"Unit 1, 2 Silver Street, Halifax, HX1 1HS",68580727,,5900
,"Unit 2, 2 Silver Street, Halifax, HX1 1HS",68580728,,4050
,"41 Hanson Lane, Halifax, HX1 5NX",65264041,,2950
,"48 Burnley Road, Todmorden, OL14 5EY",78076806,,1875
,"1A Wellington Road, Todmorden, OL14 5HL",78516702,,1425
,"Unit 8 Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",76256728,,1200
,"5 Carlton Place, Halifax, HX1 2SB",64484704,,9300
Cannon Colbeck Llp,"Unit 16A Grove Mills, Elland Lane, Elland, HX5 9DZ",56084747,"Unit 16a Grove Mills, Elland Lane, Elland, HX5 9DZ",7600
,"Unit 3 Clifby Works, Sandbeds Road, Pellon, Halifax              HX2 0QQ",68456707,,4150
,"39 Wakefield Road, Hipperholme, Halifax, HX3 8AA",69244039,,1650
,"14 Union Street, Halifax, HX1 1PR",69144014,,5800
Jamie Stanton Ltd,"Unit 1 Ground Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500705,,1950
West Yorkshire Windscreens Limited,"Units 1 & 2, New Delight Works, Boothtown Road, Halifax              HX3 6TU",64284827,"C/O 2 Ridgeway, Queensbury, Bradford, BD13 2RE",5000
,"The Sewing Rooms, 36 Market Street, Hebden Bridge, HX7 6AA",76360740,,2150
,"Salter Rake Gate Cottage, Bottomley Road, Walsden, Todmorden           OL14 6QZ",78026703,,2150
,"Unit 37 Washer Lane Works, Washer Lane, Halifax, HX2 7DX",69296725,,1850
,"54a Southgate, Elland, HX5 0DQ",56224713,,5200
,"Unit 13, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA",29084837,,11250
,"Unit D Woodman Works, South Lane, Elland, HX5 0PA",56220756,,5200
,"23A Ovenden Road, Halifax, HX3 5PN",68156730,,1900
,"Unit 71 Bowers Mill, Branch Road, Barkisland, Halifax              HX4 0AD",64344756,,2900
,"Unit B1 (B) & B12, Lower Ladyship Mills, Old Lane, Halifax              HX3 5QN",68132768,,5500
,"Unit B1 (A), Lower Ladyship Mills, Old Lane, Halifax              HX3 5QN",68132769,,2400
Cuttin Edge Carpets Ltd,"1 Ovenden Road, Halifax, HX3 5PN",65625710,"1 Ovenden Road, Ovenden, Halifax, HX3 5PN",8600
,"35 Victoria Road, Elland, HX5 0AB",56244035,,2500
Metropolis Transport Ltd,"Unit 2 Station Industrial Pk, Station Road, Luddendenfoot, HX2 6AD",68144703,"Fao Mr Bill Jones, 48 Springwood Avenue, Halifax, HX3 0UT",5000
,"Dundas Street, Halifax, HX1 3PQ",64848705,,3400
New Image Fitness Ltd,"48 Warley Town Lane, Halifax, HX2 7SA",69284048,"Fao Mr Jago Holmes, 1 Paradise Lane, Warley, Halifax, HX2 7RQ",2600
,"1 New Street, Bailiff Bridge, Brighouse, HD6 4DP",29436001,,5100
,"Unit 21, Mill House Works, Mill House Lane, Triangle            HX6 3LN",77352713,,2450
,"65 Burnley Road, Todmorden, OL14 7BS",78076065,,2800
Angel Wings Homecare Ltd,"128 Bradford Road, Brighouse, HD6 4AU",29080128,,2550
,"Halifax Road, Hipperholme, Halifax, HX3 8ER",65232706,,1675
Mssq Ltd,"First Floor, 23 Emscote Street South, Halifax, HX1 3AN",65040708,"52 Savile Park Street, Halifax, HX1 3EG",3650
Bits N Bobs Uk Ltd,"Ground Floor, 23 Emscote Street South, Halifax, HX1 3AN",65040023,"52 Savile Park Street, Halifax, HX1 3EG",4450
Thetransporteruk Ltd,"Pt Grd Flr The Factory, 23 Emscote Street South, Halifax, HX1 3AN",65040709,"26 Central Park, Halifax, HX1 2BT",3200
,"85 Stainland Road, Greetland, Halifax, HX4 8BD",68772085,,2850
,"4 Cheetham Street, Hebden Bridge, HX7 8EW",76176718,,2850
,"Unit 2 The Old Bakery, Cain Lane, Southowram, Halifax              HX3 9SA",64464704,,3650
,"Unit 1 The Old Bakery, Cain Lane, Southowram, Halifax              HX3 9SA",64464700,,4600
,"3 Crimsworth Terrace, Midgehole, Hebden Bridge, HX7 7AJ",76684003,,2150
,"Unit 8, Asquith Bottom Works, Asquith Bottom, Sowerby Bridge       HX6 3BS",77024778,,2275
Down2Earth Centre Ltd,"Suite 4, 1ST Floor Burlees House, Hangingroyd Lane, Hebden Bridge        HX7 7DD",76244723,,6800
Growth Into Awareness (2014) Ltd,"Suite 5, 1ST Floor Burlees House, Hangingroyd Lane, Hebden Bridge        HX7 7DD",76244722,,5900
Geekology Ltd,"Unit 22, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500744,"Unit 22, The Town Hall, St George's Street, Hebden Bridge, HX7 7BY",4900
,"Unit 24 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",76500748,,2200
Eight Sixteen Coffee Company Ltd,"F Mill Ground East A, Dean Clough Mills, Halifax, HX3 5AX",64296718,,11750
Kerry Berry Ltd,"75 Southgate, Elland, HX5 0DQ",56224746,,4400
H & J Hitchens Electronics Ltd,"9 North Street, Greetland, Halifax, HX4 8DQ",68088009,,2425
Express Office Solutions Ltd,"North Street, Greetland, Halifax, HX4 8DQ",68088702,"North Street, Greetland, Halifax, HX4 8DQ",890
Infoobjects Ltd,"Office B20 First Floor, Croft Myl, West Parade, Halifax              HX1 2EQ",69360735,"36 Shoreham Rise, Two Mile Ash, Milton Keynes, MK8 8BS",2400
Sporting Memorabilia (Yorkshire) Ltd,"Part 1ST Floor, 5 Clare Road, Halifax, HX1 2HX",64584794,"Equitable House, 55 Pellon Lane, Halifax, HX1 5SP",5600
,"Knowle Garage, Leeds Road, Lightcliffe, Halifax             HX3 8SX",65620701,,3000
Klassiker 911 Ltd,"Unit 11 Heaton Estate, Bradford Road, Brighouse, HD6 4BW",29080773,,6500
,"32 Bradford Road, Brighouse, HD6 1RW",29080032,,6600
Kip McGrath (Brighouse) Lp,"Office Nos T01-T03, 1ST Floor Cromwell House, Elland Road, Brighouse            HD6 2RG",29236829,"Office T01-T03 First Floor, Cromwell House, Elland Road, Brighouse, HD6 2RG",3600
,"Unit 4, Sedburgh Road, Halifax, HX6 9HB",68520714,,4000
Ripon Property Restoration  Ltd,"Part 1ST Floor, 3 Clare Road, Halifax, HX1 2HX",64584796,"Equitable House, 55 Pellon Lane, Halifax, HX1 5SP",5700
,"388 Burnley Road, Todmorden, OL14 8EX",78076898,,5200
M N D Floors Ltd,"UNIT1C/D Lwr Gf South Mill, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",65344993,"Unit 1c South Mill, White Rose Mill, Holdsworth Road, Halifax, HX3 6SN",2850
Sf Beauty Ltd,"48 Park Street, Brighouse, HD6 1JL",29460048,,9300
,"Unit 15 Mill House Works, Mill House Lane, Triangle, Sowerby Bridge       HX6 3LN",77352740,,1900
,"Unit 10, Kirklees Steelworks, Grove Street, Brighouse            HD6 1PL",29284738,,2500
T's Transport Ltd,"First Floor Unit 7A, Woodman Works, South Lane, Elland               HX5 0PA",56220774,"First Floor, Unit 7B Woodman Works, South Lane, Elland, HX5 0PA",1100
,"2 Warley Grove, Halifax, HX2 0AE",69268701,,1650
,"Unit 15B Moderna Business Pk, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5QQ",76088866,,10000
,"Unit 7, Dancroft Industrial Estate, Gauxholme Fold, Todmorden           OL14 7PW",78176713,,2500
,"Friendly Fisheries, Burnley Road, Sowerby Bridge, HX6 2UG",77108700,,1975
Firth Joinery Services Ltd,"Unit 5 Grange Farm, Ovenden Wood Road, Halifax, HX2 0TQ",68164706,,5200
Cafe Revive,"66b Carr House Road, Shelf, Halifax, HX3 7RJ",64500708,,5200
A R Commercial Repairs,"Unit 15 Woodman Works, South Lane, Elland, HX5 0HQ",56220754,,5800
,"48-50 Market Street, Hebden Bridge, HX7 6AA",76360720,,4450
,"561A Gibbet Street, Halifax, HX2 0AL",65164823,,3050
,"Unit 8 Windsor Works, Victoria Road, Hebden Bridge, HX7 8JX",76560725,,1450
,"66 Huddersfield Road, Elland, HX5 9AA",56132844,,3550
,"35 Burnley Road, Todmorden, OL14 7BU",78076035,,1675
Woodland Tiles Ltd,"11 Edwards Road, Halifax, HX2 7DG",65008011,,5600
,"Unit 2, George Street, Mytholmroyd, Hebden Bridge        HX7 5DT",76224710,,1950
,"Star Garage, Wakefield Road, Copley, Halifax             HX3 0TP",69240715,,5400
Birds Nest Halifax Ltd,"227/227a King Cross Road, Halifax, HX1 3JL",65516734,,6500
,"Market Stall 27-28, Market Hall, Borough Market, Halifax             HX1 1DZ",64288722,,5900
,"442 Gibbet Street, Halifax, HX2 0AX",65164442,,3150
,"Unit 3, Phoenix Street Works, Wakefield Road, Brighouse            HD6 1PD",29608711,,2750
Ebony Print Ltd (In Liquidation),"The Nook, West Street, Sowerby Bridge, HX6 3AJ",77584700,"C/O Clark Business Recovery Limite, 26 York Place, Leeds, LS1 2EY",2175
,"Unit 20 Bowers Mill, Branch Road, Barkisland, Halifax             HX4 0AD",64344709,,3050
,"101A Hopwood Lane, Halifax, HX1 4HB",64242809,,1275
,"2 Victoria Buildings, Elland, HX5 0AB",56244723,,4100
Green Sky Distribution Ltd,"Unit HM3 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344791,,6900
,"Unit 6 Clifton Mills, Bradford Road, Bailiff Bridge, Brighouse            HD6 4JJ",29084797,,8600
,"The Tannery, Halifax Road, Hipperholme, Halifax              HX3 8HQ",65232713,,6700
,"14 Victoria Road, Elland, HX5 0PU",56244014,,3000
,"Unit 5, Mearclough Works, Mearclough Road, Sowerby Bridge      HX6 3LF",77340716,,1850
,"Bijou Cafe, Sod House Green, Halifax, HX3 6QR",68620704,,2750
,"The Nook, West Street, Sowerby Bridge, HX6 3AJ",77584701,,9600
,"Unit 6 Atlas Mill, Atlas Mill Road, Brighouse, HD6 1ES",29032721,,1825
,"Unit 8, Mill Lane, Boothtown, Halifax              HX3 6TR",65808762,,5100
,"Units 1&2(Ground Floor), Queens Road Mills, Gibbet Street, Halifax             HX1 4JX",65164763,,8100
Bpr Property Management Ltd,"Part Ground Floor, 3 Clare Road, Halifax, HX1 2HX",64584797,,3750
Bradford Property Restoration Ltd,"Part First Floor, 3 Clare Road, Halifax, HX1 2HX",64584798,,5300
Pbb Properties Ltd,"Part Ground Floor, 3 Clare Road, Halifax, HX1 2HX",64584799,,4350
Albanyview Limited,"Part Ground Floor & Basement, 3 Clare Road, Halifax, HX1 2HX",64584800,"Equitable House, 55 Pellon Lane, Halifax, HX1 5SP",5800
,"Hillside Garage, Bramston Street, Brighouse, HD6 3AA",29088712,,10750
The Good Company (Yorkshire) Ltd,"Unit 5, No 2 Warehouse, The Wharf, Sowerby Bridge, HX6 2AG",77128723,,2750
Fitness 4 Ladies,"Unit 3, No 2 Warehouse, The Wharf, Sowerby Bridge, HX6 2AG",77124705,,5500
,"Unit 13 Middle Floor, Quality Works, Rochdale Road, Todmorden           OL14 7NA",78400859,,890
,"Unit 14 Middle Floor, Quality Works, Rochdale Road, Todmorden           OL14 7NA",78400860,,1400
,"Unit 2 Clifby Works, Sandbeds Road, Pellon, Halifax              HX2 0QQ",68456704,,3950
Jmv Contracts Ltd,"Unit 3 The Mill, Laura Street, Brighouse, HD6 1JD",29376708,"Unit 3 The Mill, William Street, Brighouse, HD6 1HR",2750
,"Basement Floor, 182 Rochdale Road, Greetland, Halifax              HX4 8JE",68392751,,1150
,"The Orange Tree, 5 Cross Street, Halifax, HX1 1XB",64728700,,2600
,"Unit 17 Middle Floor, Old Fire Station, Rochdale Road, Todmorden           OL14 7NA",78400861,,1125
Firedragon Games Llp,"Unit 19 Middle Floor, Old Fire Station, Rochdale Road, Todmorden           OL14 7NA",78400863,,1450
Cardelium Ltd,"97a Ovenden Road, Ovenden, Halifax, HX3 5RQ",64096700,"107 Halifax Road, Denholm Gate, Bradford, BD13 4EU",2350
,"Crow Bottom, Gas Works Lane, Elland, HX5 9HJ",56104711,,8400
,"Unit 8A Eastfield Mills, Belmont Street, Halifax, HX3 6AT",64236712,,2600
,"Unit 8, Eastfield Mills, Belmont Street, Halifax             HX3 6AT",64236704,,3350
,"Unit R4, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",64448733,,6900
Sar Food (Uk) Ltd,"24-26 Town Hall Street, Sowerby Bridge, HX6 2EA",77600722,,8500
Striped Shark Ltd,"Unit 8C, Topland Country Business Pk, Burnley Road, Mytholmroyd          HX7 5RU",76252795,,2500
,"Unit J, Royd Mills Business Park, Dyehouse Lane, Brighouse           HD6 1LL",29232706,,2500
,"6 Elland Road, Ripponden, Sowerby Bridge, HX6 4DB",77196006,,2225
Richard Coupe Ltd,"Hope Mills, Dalton Street, Todmorden, OL14 5HJ",78120709,"Hope Mill Office, Dalton Street, Todmorden, OL14 5HJ",2125
,"Market Stalls 15 & 16, Market Hall, Borough Market, Halifax             HX1 1DZ",64288714,,4550
Jimpex U.K. Packaging Ltd,"Shay Lane Works, Shay Lane, Halifax, HX3 6SF",68536882,"15 Winscar Avenue, Bradford, BD6 3WX",5200
