Ratepayer,Property Address,Propref,Billing Address,RV,Property Description,Relief Code
,"Unit 28, Asquith Bottom Mills, Ridge Street, Sowerby Bridge       HX6 3BS",77024724,,4400,Workshop And Premises,Flood Relief Application 2015/16
,"21 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LN",76104700,,4150,Club and Premises,Empty Relief - Post 01/04/2008
,"35 Tillotson Avenue, Sowerby, Sowerby Bridge, HX6 1BX",77592035,,1825,Shop and Premises,Rateable Value below threshold
Setbray Properties Ltd,"Adj 29 Crown Street, Hebden Bridge, HX7 8EH",76176715,"Suite 1 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",205,Store And Premises,Rateable Value below threshold
,"Unit 29, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164749,,790,Workshop And Premises,Rateable Value below threshold
Asda Stores Ltd,"Kwiksave, Burnley Road, Todmorden, OL14 7BU",78076709,"C/O Gl Hearn Management Ltd, Po Box 1610, Southampton, SO15 3WX",31750,Shop and Premises,Empty Relief - Post 01/04/2008
Everything Everywhere Ltd,"Telecommunications Mast, Ref WYK0289 Rear Car Auction, Armytage Road, Brighouse            HD6 1XE",29020746,"C/O Bilfinger Gva, Po Box 6079, Wolverhampton, WV1 9RA",8700,Communication Station and Premises,Unoccupied Land
Cullingworth Commercials & Freight Services Ltd,"Stores (Under Mezz Offices), Lumbrook Mills, Westercroft Lane, Halifax              HX3 7TY",69388713,"Lumbrook Mills, Westercroft Lane, Shelf, Halifax, HX3 7TY",5400,Store And Premises,Empty Relief - Post 01/04/2008
,"278 Gibbet Street, Halifax, HX1 4LT",65164278,,2550,Shop and Premises,Rateable Value below threshold
Haven Building & Maintenance Ltd,"Unit 11/12, Lee Bridge Industrial Estate, Lee Bridge, Halifax             HX3 5AT",65600710,"Unit 9, Lee Bridge Industrial Estate, Lee Bridge, Halifax, HX3 5AT",3750,Factory and Premises,Flood Relief Application 2015/16
,"Unit 2, 27 Rastrick Common, Brighouse, HD6 3DW",29480711,,6100,Warehouse And Premises,Empty Relief - Post 01/04/2008
,"1ST Floor, 43A Crown Street, Halifax, HX1 1JB",64756719,,2275,Offices and Premises,Listed Building
Dean Clough Ltd,"Office Suite D 258, Dean Clough Mills, Halifax, HX3 5AX",64778778,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",3100,Office,Listed Building
,"3a Crown Street, Hebden Bridge, HX7 8EH",76176721,,5400,Salon And Premises,Empty Relief - Post 01/04/2008
Calderdale Mbc Children & Young People's Services,"Grd Flr Carlton Mill, Wharf Street, Sowerby Bridge, HX6 2AS",77652736,"Fao Paul Ward Finance Manager, 3rd Floor, Westgate House, Halifax, HX1 1PS",13500,Offices and Premises,Listed Building
Hurst Group Northern Ltd,"Capital Works, 12-14 Wakefield Road, Brighouse, HD6 1PE",29608755,"F.A.O. Mr Gary Hurst, Aynsley House, Common Road, Low Moor, Bradford, BD12 0UF",38000,Factory and Premises,Empty Relief - Post 01/04/2008
Calderdale Mbc,"27 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252725,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2550,Shop and Premises,Listed Building
Dean Clough Ltd,"Office Suite D 39, Dean Clough Mills, Halifax, HX3 5AX",64788727,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",4050,Offices,Listed Building
Calderdale Mbc,"26 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252766,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",2475,Shop and Premises,Listed Building
J Speak & Co Ltd,"Unit 4, North Dean Mills, Stainland Road, Greetland           HX4 8LS",68772725,"1 Alfred Street, Greetland, Halifax, HX4 8LT",1750,Garage And Premises,Rateable Value below threshold
Westfield Properties,"Unit 10, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164730,"2 Stansfield Road, Todmorden, Lancs, OL14 5DL",1850,Workshop And Premises,Rateable Value below threshold
Westfield Properties Ltd,"Units 4 & 5, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",65164753,"2 Stansfield Road, Todmorden, Lancs, OL14 5DL",1625,Workshop And Premises,Rateable Value below threshold
J Speak & Co Ltd,"Adj Unit 3, North Dean Mills, Greetland, Halifax             HX4 8LS",68772713,"North Dean Mills, Stainland Road, Greetland, Halifax, HX4 8LS",850,Store And Premises,Rateable Value below threshold
Binns & Sons (Greetland) Ltd,"4th Flr Brian Royd Mills, Brian Royd Lane, Greetland, Halifax             HX4 8NF",68444733,"Brian Royd Mills, Saddleworth Road, Greetland, Halifax, HX4 8NF",1525,Aerobics Studio And Premises,Rateable Value below threshold
Units To Let [Northern] Ltd,"Unit 2 (1st Floor), Mearclough Works, Mearclough Road, Sowerby Bridge      HX6 3LF",77340710,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",580,Store And Premises,Rateable Value below threshold
Finestreet Ltd,"21e Halifax Road, Todmorden, OL14 5AG",78192776,"21a Halifax Road, Bramsche Square, Todmorden, OL14 5AG",1375,Salon,Rateable Value below threshold
,"The Works, 12 Hollins Mill Lane, Sowerby Bridge, HX6 2QG",77276706,,60000,Public House and Premises,Flood Relief Application 2015/16
Dr. Kuldip S Hunjan & Associates,"First Floor Offices, Warwick Chambers, 37 Southgate, Halifax              HX1 1DL",68652703,"Ground 1st & 2nd Floors, 3 Westgate, Halifax, HX1 1DJ",1900,Offices and Premises,Rateable Value below threshold
,"1 Oak Terrace, Stainland, Halifax, HX4 9EY",68112001,,1775,Shop and Premises,Rateable Value below threshold
Calderdale Mbc Community Services,"Boothtown Road, Halifax, HX3 6ET",64284700,"Fao Jim Milner, Westgate House, Westgate, Halifax, HX1 1PD",990,Public Conveniences,Rateable Value below threshold
Cullingworth Commericials & Freight Services Ltd,"Lumbrook Mills, Westercroft Lane, Shelf, Halifax              HX3 7TY",69388706,"Fao Mr Roger Feather, Lumbrook Mills, Westercroft Lane, Northowram, Halifax, HX3 7TY",24500,Warehouse And Premises,Empty Relief - Post 01/04/2008
Seddon Homes Ltd,"Melbourne Street, Hebden Bridge, HX7 6AS",76364706,"Birchwood One Business Park, Dewhurst Road, Birchwood, Warrington, WA3 7GB",680,Workshop And Premises,Rateable Value below threshold
Calderdale Mbc,"34/35 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252746,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",5100,Shop and Premises,Listed Building
,"10 Martin House, 2 Martin Street, Brighouse, HD6 1DA",29408713,,1750,Offices And Premises,Rateable Value below threshold
Reactiv Media Limited,"The Warehouse, Elland Wharf, Gas Works Lane, Elland               HX5 9HH",56104710,"The Warehouse, Gas Works Lane, Elland, HX5 9HJ",46000,Offices And Premises,Listed Building
,"Old Oxford House, Albert Street, Hebden Bridge, HX7 8AH",76012717,,5300,Restaurant and Premises,Flood Relief Application 2015/16
Starry Eyed Ltd,"Unit 1 Butlers Wharf, New Road, Hebden Bridge, HX7 8AF",76396732,,4600,Workshop / Cafe,Flood Relief Application 2015/16
Co-Operative Group Ltd,"Units 3-7, Burnley Road Garage, Mytholmroyd, Hebden Bridge        HX7 5LH",76088743,"C/O Rate Account Management, Colliers Int Rating Uk Llp, 12th Flr Eleven Brindleyplace, 2 Brunswick Square, Brindleyplace Birmingham, B1 2LP",21500,Laboratory And Premises,Empty Relief - Post 01/04/2008
,"Slitheroe Works, Oldham Road, Rishworth, Sowerby Bridge       HX6 4EW",77412717,,5600,Offices and Premises,Empty Relief - Post 01/04/2008
S H Containers Ltd,"First Floor Unit 3, The Works, Wood Street, Brighouse            HD6 1PW",29648712,"C/O Mr Walter Barron, 9a Robertown Lane, Liversedge, WF15 7NR",2450,Store And Premises,Empty Property - RV < 15000
Hi-Spec Metal Polishers Ltd,"Units 18 & 19, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",77024719,,4900,Workshop And Premises,Flood Relief Application 2015/16
Property Holdings Executive Scheme,"Trinity House, Blackwall, Halifax, HX1 2QR",64268709,"Woodthorpe, 1 Gleddings Close, Halifax, HX3 0JD",6500,Offices and Premises,Listed Building
,"Office No 1, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",77648721,,1225,Offices and Premises,Rateable Value below threshold
Swinton Colonnade,"Fellside House, Hebble Brook Business Park, Hays Lane, Halifax              HX2 8UL",65288707,"Fao Purchase Ledger, Swinton Group Ltd, 6 Great Marlborough Street, Manchester, M1 5SW",22750,Offices and Premises,Empty Relief - Post 01/04/2008
,"120 Hanson Lane, Halifax, HX1 5PG",65264120,,1375,Shop and Premises,Rateable Value below threshold
After Accident Care Team Ltd,"Walton House, Walton Street, Sowerby Bridge, HX6 1AN",77636710,"Walton House, Walton Street, Sowerby Bridge, HX6 1AN",8000,Offices and Premises,Flood Relief Application 2015/16
,"Unit 5, Bridge Mill, St Georges Square, Hebden Bridge       HX7 8ET",76508709,,1225,Workshop And Premises,Flood Relief Application 2015/16
Joseph Dobson & Sons Ltd,"22/24 Northgate, Elland, HX5 0RU",56180024,"26 Northgate, Elland, West Yorks, HX5 0RU",7600,Offices and Premises,Empty Relief - Post 01/04/2008
Benjamin Whiteley & Sons Ltd,"Part Ground Floor Front, Multi Storey Park Road Mills, Park Road, Elland               HX5 9HX",56192735,"Park Road Mills, Park Road, Elland, HX5 9HX",980,Warehouse,Rateable Value below threshold
Benjamin Whiteley & Sons Ltd,"1ST, 2ND & 2RD Floors, Park Road Mills, Park Road, Elland               HX5 9HX",56192766,"Park Road Mills, Park Road, Elland, HX5 9HX",10500,Workshop And Premises,Empty Relief - Post 01/04/2008
Calderdale Mbc Community Services,"25 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252726,"C/O Michael Devereux, Piece Hall Admin Office, The Piece Hall, Halifax, HX1 1RE",2500,Shop and Premises,Listed Building
Dean Clough Ltd,"Unit K2 (Second Floor), K Mill, Dean Clough Mills, Halifax, HX3 5AX",64784816,"Office Suite E345, Dean Clough, Halifax, HX3 5AX",8900,Offices,Listed Building
Roch Valley Homes Ltd,"Unit 6 Hollins Mill, Rochdale Road, Todmorden, OL14 6SA",78400842,"2nd Floor, Hollins Mill, Walsden, Todmorden, OL14 6SA",1825,Store And Premises,Empty Property - RV < 15000
,"Basement Riverside Works, Halifax Road, Elland, HX5 0SH",56116723,,7300,Workshop And Premises,Flood Relief Application 2015/16
Westfield Properties Ltd,"Unit 7a, Lineholme Mill, Burnley Road, Todmorden           OL14 7DH",78076807,"2 Stansfield Road, Todmorden, Lancs, OL14 5DL",560,Store And Premises,Rateable Value below threshold
F H L (Services) Ltd,"Unit 12, Lower Brearley Mill, Luddendenfoot, Halifax             HX2 6HU",64356705,"62 Caldene Avenue, Hebden Bridge, HX7 5AJ",11000,Warehouse And Premises,Flood Relief Application 2015/16
,"5 Winterbutlee Road, Todmorden, OL14 7QT",78530005,,8500,Day Nursery And Premises,Empty Relief - Post 01/04/2008
First Group,"International House, 139 Skircoat Road, Halifax, HX1 2RE",68604708,"Attn Alison Davidson, First Shared Services, 395 King Street, Aberdeen, AB24 5RP",1525,Offices and Premises,Rateable Value below threshold
,"Unit W7, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EQ",64448791,,980,Workshop And Premises,Flood Relief Application 2015/16
Decopac Ltd [In Liquidation],"Thornhill Briggs Mill, Thornhills Beck Lane, Brighouse, HD6 4AW",29572701,"C/O Brackenbury Clark & Co Ltd, 26 York Place, Leeds, LS1 2EY",107000,Workshop And Premises,Bankrupt / Liquidation / Winding Up Order
Fresco Picturewall Ltd,"Unit C6, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ",64448826,"Unit C 6, Tenterfields Business Park, Luddendenfoot, Halifax, HX2 6EQ",6400,Workshop And Premises,Flood Relief Application 2015/16
,"First Floor, 6-8 Hall Street, Halifax, HX1 5AY",65248714,,5600,Warehouse And Premises,Empty Relief - Post 01/04/2008
,"149 Shay Lane, Halifax, HX3 6RR",68536149,,5800,Warehouse And Premises,Empty Relief - Post 01/04/2008
Pennine Housing 2000 Ltd,"31 Dene Place, Halifax, HX1 5TL",64808031,"Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",3100,Shop and Premises,Empty Relief - Post 01/04/2008
S Sheard & Son Ltd,"Prospect Mill, Church Street, Greetland, Halifax              HX4 8LY",64576702,"Solar Works, Calder Street, Greetland, Halifax, HX4 8AQ",62500,Warehouse And Premises,Empty Relief - Post 01/04/2008
,"58 Market Street, Hebden Bridge, HX7 6AA",76360058,,3700,Shop and Premises,Flood Relief Application 2015/16
Atmosphere Bars & Clubs Ltd (In Administration),"13/15 Alexandra Street, Halifax, HX1 1BS",64056700,"F.A.O.Craig  Florence, C/O Deloitte Llp, 1 City Square, Leeds, LS1 2AL",18500,Restaurant and Premises,Listed Building
Print Bureau Ltd,"Shop 1 Croft Mill, Hebden Bridge, HX7 8AS",76012706,"28 Huddersfield Road, Halifax, HX3 0NN",9000,Shop and Premises,Flood Relief Application 2015/16
Calderdale Mbc Markets Manager,"1ST, 2ND & 3RD Floors, 34 Market Street, Halifax, HX1 1PB",65736739,"19 Albion Street, Halifax, HX1 1DU",4450,Offices And Premises,Listed Building
,"7 Midgley Road, Mytholmroyd, Hebden Bridge, HX7 5LW",76372007,,1500,Self Catering Holiday Unit And Premises,Flood Relief Application 2015/16
Gallyville Ltd,"Base, 2ND, 3RD & 4TH Floors, Southgate House, Wards End, Halifax              HX1 1BX",69264741,"F.A.O. Mr Clifford D Wing, Parkside House, 41 Walsingham Road, Enfield, Middlesex, EN2 6EY",85500,Offices And Premises,Empty Relief - Post 01/04/2008
Royal London Mutual Insurance Society Ltd,"Former Filling Station, Church Street, Halifax, HX1 1QY",64572711,"C/O Capita Fao C Grose, 65 Gresham Street, London, EC2V 7NQ",13250,Offices and Premises,Empty Relief - Post 01/04/2008
,"25 Halifax Road, Todmorden, OL14 5AG",78192025,,5100,Shop and Premises,Flood Relief Application 2015/16
Standard Life Trustee Company Ltd,"14 Southgate, Elland, HX5 0BW",56224014,"C/O Dtz, 1 Colmore Squre, Birmingham, B4 6AJ",7000,Shop and Premises,Empty Relief - Post 01/04/2008
Calderdale Mbc Community Services,"43 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252743,"C/O Michael Devereux, Piece Hall Admin Office, The Piece Hall, Halifax, HX1 1RE",720,Shop and Premises,Listed Building
,"Unit 1/1A, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN",29420737,,4550,Workshop And Premises,Flood Relief Application 2015/16
Warmco Space Heating Ltd,"Unit 15B, Kirklees Steel Works, Grove Street, Brighouse            HD6 1PL",29284726,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1500,Store,Rateable Value below threshold
Thornhill Estates,"Dewsbury Road, Brighouse, HD6 3QB",29228700,"C/O Savills L & P Ltd, 13-15 Micklegate, York, YO1 6JH",880,Cricket Club And Premises,Empty Property - RV < 15000
,"40 Oldham Road, Ripponden, Sowerby Bridge, HX6 4DP",77408040,,11250,Shop and Premises,Empty Relief - Post 01/04/2008
,"16 Bridge Gate, Hebden Bridge, HX7 8EX",76060016,,8900,Shop and Premises,Flood Relief Application 2015/16
Warmco Space Heating Ltd,"Unit 301 Third Floor, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN",29420727,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1175,Warehouse And Premises,Empty Property - RV < 15000
Warmco Space Heating Ltd,"Unit 203B Second Floor, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN",29420724,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",135,Store And Premises,Empty Property - RV < 15000
Leo Sawrij Ltd,"Park Spring Quarry, Swales Moor Road, Halifax, HX3 6UF",68908701,"Swalesmoor Mik Farm, Swales Moor Road, Halifax, HX3 6UF",19000,Mineral Processing Plant And Premises,Empty Relief - Post 01/04/2008
,"2ND Floor, 41A Crown Street, Halifax, HX1 1JB",64756745,,5500,Offices And Premises,Listed Building
Units To Let [Northern] Ltd,"Unit 7 (1st Floor), Mearclough Works, Mearclough Road, Sowerby Bridge      HX6 3LF",77340719,"Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",620,Store And Premises,Empty Property - RV < 15000
Blackshaw Holdings Ltd,"Part 2ND Floor Clifton House, Bradford Road, Bailiff Bridge, Brighouse            HD6 4JJ",29084810,"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",14500,Offices and Premises,Empty Relief - Post 01/04/2008
,"Office 20, The Spire, Leeds Road, Lightcliffe, Halifax              HX3 8NU",65620712,,2400,Office,Listed Building
Sipp Deal Trustees Ltd,"3 Victoria Street, Greetland, Halifax, HX4 8DF",69204003,"C/O Hanson Chartered Surveyors, 83 Fitzwilliam Street, Huddersfield, HD1 5LG",3700,Surgery And Premises,Empty Relief - Post 01/04/2008
,"Suite 4, Nursery Lane Health Centre, Nursery Lane, Halifax              HX3 5SW",68104704,,870,Office,Rateable Value below threshold
Calderdale Mbc Land & Property Services,"22 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252749,"Northgate House, Northgate, Halifax, HX1 1UN",2475,Shop and Premises,Listed Building
,"Unit 2/9 Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",77340759,,2350,Vehicle Repair Workshop And Premises,Flood Relief Application 2015/16
Warmco Space Heating Ltd,"77 Mill Lane, Brighouse, HD6 1PN",29420742,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1350,Offices And Premises,Empty Property - RV < 15000
Santander,"First Floor, 24/26 Commercial Street, Brighouse, HD6 1AQ",29196726,"C/O Jones Lang Lasalle, Business Rates, One Piccadilly Gardens, Manchester, M1 1RG",8100,Gym And Premises,Empty Relief - Post 01/04/2008
Frederick Crowther & Son Ltd,"Locksley Works, Armytage Road, Brighouse, HD6 1QF",29392700,"Locksley Works, Armytage Road, Brighouse, HD6 1QF",137500,Warehouse And Premises,Flood Relief Application 2015/16
Calderdale Mbc Markets Manager,"Balcony Store, 29 Borough Market, Halifax, HX1 1DZ",64288817,"19 Albion Street, Halifax, HX1 1DU",455,Store And Premises,Listed Building
,"Opp Victoria Works, Calder Street, Brighouse, HD6 1LZ",29124707,,4850,Car Park,Unoccupied Land
Warmco Space Heating Ltd,"Unit 7C, River Street Business Park, River Street, Brighouse            HD6 1LU",29492736,"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1625,Store &  Premises,Empty Property - RV < 15000
Calderdale Mbc,"38 The Colonnade, Piece Hall, Halifax, HX1 1RE",68252747,"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",1675,Shop and Premises,Listed Building
,"61a/63 Halifax Road, Todmorden, OL14 5BB",78192765,,2550,Shop and Premises,Flood Relief Application 2015/16
