Property Reference Number,Full Property Address,Current Rateable Value,Primary Liable party name,Account Start Date,Occupied relief,Empty relief,Empty relief start date,Empty exemption,Exemption start date
M20006A0320003,"Car Space No 32 Level 6a, Multistorey Car Park 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20006A0340007,"Car Space No 34 Level 6a, Multistorey Car Park 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,27/11/2013,,,,Empty,27/11/2013
M20006A0380004,"Car Space No 38 Level 6a, Multistorey Car Park 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,01/04/2014,,,,Empty,01/04/2014
M20006A0390006,"Car Space No 39 Level 6a, Multistorey Car Park 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,01/04/2014,,,,Empty,01/04/2014
M20006A04000BA,"Car Space No 40 Level 6a, Multistorey Car Park 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20006A0410002,"Car Space No 41 Level 6a, Multistorey Car Park 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,01/04/2014,,,,Empty,01/04/2014
M20006A0420004,"Car Space No 42 Level 6a, Multistorey Car Park 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,01/04/2014,,,,Empty,01/04/2014
M20006A0430006,"Car Space No 43 Level 6a, Multistorey Car Park 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,01/04/2014,,,,Empty,01/04/2014
M20006A2300044,"Car Space No 23 Level 6a, Multistorey Car Park 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700440007,"Car Space No 44 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700450009,"Car Space No 45 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M200070046000B,"Car Space No 46 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700470002,"Car Space No 47 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700480042,"Car Space No 48 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700490006,"Car Space No 49 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M200070050000B,"Car Space No 50 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700510002,"Car Space No 51 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700520004,"Car Space No 52 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700530006,"Car Space No 53 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700540008,"Car Space No 54 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M200070055000A,"Car Space No 55 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700560001,"Car Space No 56 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700570003,"Car Space No 57 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700580005,"Car Space No 58 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700590007,"Car Space No 59 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700600001,"Car Space No 60 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700610003,"Car Space No 61 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700620005,"Car Space No 62 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700630007,"Car Space No 63 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700640009,"Car Space No 64 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M200070065000B,"Car Space No 65 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700660002,"Car Space No 66 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700670004,"Car Space No 67 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700680006,"Car Space No 68 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700690008,"Car Space No 69 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700700002,"Car Space No 70 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700710004,"Car Space No 71 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700720006,"Car Space No 72 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700730008,"Car Space No 73 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M200070074000A,"Car Space No 74 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700750001,"Car Space No 75 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700760003,"Car Space No 76 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700770005,"Car Space No 77 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700780007,"Car Space No 78 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700790009,"Car Space No 79 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700800003,"Car Space No 80 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000700810005,"Car Space No 81 Level 7, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0010072,"Car Space 28 Level 7a, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0010073,"Car Space 27 Level 7a, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0010074,"Car Space 26 Level 7a, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0010075,"Car Space 25 Level 7a, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0010076,"Car Space 24 Level 7a, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0010077,"Car Space 23 Level 7a, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0010078,"Car Space 22 Level 7a , Multi Storey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0010079,"Car Space 21 Level 7a , Multi Storey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0010080,"Car Space 20 Level 7a, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0010081,"Car Space 19 Level 7a, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0010082,"Car Space 18 Level 7a, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0010083,"Car Space 17 Level 7a, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0010084,"Car Space 16 Level 7a, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0010085,"Car Space 15 Level 7a, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0010086,"Car Space 14 Level 7a, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0010087,"Car Space 13 Level 7a, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0010088,"Car Space 12 Level 7a, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0010089,"Car Space 11 Level 7a, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0010090,"Car Space 10 Level 7a, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0010091,"Car Space 9 Level 7a, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0010092,"Car Space 8 Level 7a, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0010093,"Car Space 7 Level 7a, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0010094,"Car Space 6 Level 7a, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0010095,"Car Space 5 Level 7a, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0010096,"Car Space 4 Level 7a, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0010097,"Car Space 3 Level 7a, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0010098,"Car Space 2 Level 7a, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0010099,"Car Space 1 Level 7a, Multi Storey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EE",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0290001,"Car Space No 29 Level 7a, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0300006,"Car Space No 30 Level 7a, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0310008,"Car Space No 31 Level 7a, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A032000A,"Car Space No 32 Level 7a, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0330001,"Car Space No 33 Level 7a, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0340003,"Car Space No 34 Level 7a, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0350005,"Car Space No 35 Level 7a, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0360007,"Car Space No 36 Level 7a, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0370009,"Car Space No 37 Level 7a, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A038000B,"Car Space No 38 Level 7a, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0390002,"Car Space No 39 Level 7a, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0400007,"Car Space No 40 Level 7a, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0410009,"Car Space No 41 Level 7a, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A042000B,"Car Space No 42 Level 7a, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20007A0430002,"Car Space No 43 Level 7a, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000800460007,"Car Space No 46 Level 8, Multistorey Car Park 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000800470009,"Car Space No 47 Level 8, Multistorey Car Park 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,27/11/2013,,,,Empty,27/11/2013
M200080048000B,"Car Space No 48 Level 8, Multistorey Car Park 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000800490002,"Car Space No 49 Level 8, Multistorey Car Park 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,27/11/2013,,,,Empty,27/11/2013
M2000800500007,"Car Space No 50 Level 8, Multistorey Car Park 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,27/11/2013,,,,Empty,27/11/2013
M2000800510009,"Car Space No 51 Level 8, Multistorey Car Park 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M200080052000B,"Car Space No 52 Level 8, Multistorey Car Park 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000800530002,"Car Space No 53 Level 8, Multistorey Car Park 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000800540004,"Car Space No 54 Level 8, Multistorey Car Park 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,01/04/2015,,,,Empty,01/04/2015
M2000800550006,"Car Space No 55 Level 8, Multistorey Car Park 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,01/04/2015,,,,Empty,01/04/2015
M2000800560008,"Car Space No 56 Level 8, Multistorey Car Park 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,01/04/2015,,,,Empty,01/04/2015
M200080057000A,"Car Space No 57 Level 8, Multistorey Car Park 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,01/04/2015,,,,Empty,01/04/2015
M2000800580001,"Car Space No 58 Level 8, Multistorey Car Park 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,01/04/2015,,,,Empty,01/04/2015
M2000800590037,"Car Space No 59 Level 8, Multistorey Car Park 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,01/04/2015,,,,Empty,01/04/2015
M2000800600008,"Car Space No 60 Level 8, Multistorey Car Park 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,01/04/2015,,,,Empty,01/04/2015
M200080061000A,"Car Space No 61 Level 8, Multistorey Car Park 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,01/04/2015,,,,Empty,01/04/2015
M2000800620001,"Car Space No 62 Level 8, Multistorey Car Park 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,01/04/2015,,,,Empty,01/04/2015
M2000800790005,"Car Space No 79 Level 8, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,01/04/2015,,,,Empty,01/04/2015
M200080080000A,"Car Space No 80 Level 8, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,01/04/2015,,,,Empty,01/04/2015
M2000800810001,"Car Space No 81 Level 8, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M2000800830005,"Car Space No 83 Level 8, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,01/04/2015,,,,Empty,01/04/2015
M20008A0010001,"Car Space No 1 Level 8a, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20008A0020003,"Car Space No 2 Level 8a, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,24/11/2013,,,,Empty,24/11/2013
M20008A0030005,"Car Space No 3 Level 8a, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20008A0040007,"Car Space No 4 Level 8a, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20008A0050009,"Car Space No 5 Level 8a, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
M20008A006000B,"Car Space No 6 Level 8a, Multistorey Car Park No 2, Exchange Quay, Trafford Road, Salford, M5 3EF",500,Exchange Quay Salford Uk Sarl,26/11/2013,,,,Empty,26/11/2013
