Organisation Name,Effective Date,Service,Supplier Name,Payment Date,Net Amount (£),Purpose,Transaction Number
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,13/02/2015,594.29,PERSONAL BUDGETS - MANAGED,V000875313
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,13/02/2015,1147.71,PERSONAL BUDGETS - MANAGED,V000875314
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,13/02/2015,1352,PERSONAL BUDGETS - MANAGED,V000875315
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,13/02/2015,1352,PERSONAL BUDGETS - MANAGED,V000875316
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,13/02/2015,1352,PERSONAL BUDGETS - MANAGED,V000875317
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,13/02/2015,1435.2,PERSONAL BUDGETS - MANAGED,V000875318
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,13/02/2015,1734.72,RESIDENTIAL LONG TERM,V000875319
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,13/02/2015,1093.68,RESIDENTIAL LONG TERM,V000875320
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,HEALEY CARE LTD,13/02/2015,1856.56,PERSONAL BUDGETS - MANAGED,V000875321
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,13/02/2015,976.56,RESIDENTIAL LONG TERM,V000875323
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,13/02/2015,1042.08,RESIDENTIAL LONG TERM,V000875324
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,13/02/2015,1093.68,RESIDENTIAL LONG TERM,V000875325
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,EAST & WEST HEALTHCARE LIMITED,13/02/2015,749.64,SELF - FUNDING DEFERRED PAYMENTS,V000875326
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,LIVABILITY,13/02/2015,3270.08,RESIDENTIAL LONG TERM,V000875327
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,13/02/2015,1013.08,RESIDENTIAL LONG TERM,V000875328
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,13/02/2015,906.32,RESIDENTIAL LONG TERM,V000875329
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,ASHGROVE HOUSE CARE HOME LTD,13/02/2015,1077.68,RESIDENTIAL LONG TERM,V000875330
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,ASHGROVE HOUSE CARE HOME LTD,13/02/2015,1077.68,RESIDENTIAL LONG TERM,V000875331
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/02/2015,1093.68,NURSING LONG TERM,V000875332
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,13/02/2015,1120,PERSONAL BUDGETS - MANAGED,V000875333
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,THE FOUNTAINS NURSING HOME,13/02/2015,1077.68,RESIDENTIAL LONG TERM,V000875334
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,ROOKWOOD,13/02/2015,1800,RESIDENTIAL LONG TERM,V000875335
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,13/02/2015,1057.84,RESIDENTIAL LONG TERM,V000875336
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,13/02/2015,1237.12,SELF - FUNDING DEFERRED PAYMENTS,V000875337
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LTD,13/02/2015,-1332.69,PERSONAL BUDGETS - MANAGED,V000875338
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LTD,13/02/2015,-1435.2,PERSONAL BUDGETS - MANAGED,V000875339
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,STAMFORD HOUSE REST HOME LIMITED,13/02/2015,1093.68,RESIDENTIAL LONG TERM,V000875341
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,FREEHOLD COTTAGE,13/02/2015,1700,RESIDENTIAL LONG TERM,V000875343
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,BLUE PITS HOUSING ACTION,13/02/2015,702,PERSONAL BUDGETS - MANAGED,V000875344
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,13/02/2015,977.55,PERSONAL BUDGETS - MANAGED,V000875345
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,ROSEMARY CARE HOME,13/02/2015,1007.08,RESIDENTIAL LONG TERM,V000875346
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,LEONARD CHESHIRE FOUNDATION WALES & WEST,13/02/2015,2375.76,NURSING LONG TERM,V000875347
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,13/02/2015,1057.68,RESIDENTIAL LONG TERM,V000875348
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,13/02/2015,1662.64,PERSONAL BUDGETS - MANAGED,V000875349
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,13/02/2015,1093.68,RESIDENTIAL LONG TERM,V000875350
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,13/02/2015,-1077.68,RESIDENTIAL LONG TERM,V000875351
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,HEALYCARE LTD,13/02/2015,3101,RESIDENTIAL LONG TERM,V000875354
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,ATLANTIS MEDICARE LTD,13/02/2015,1093.68,RESIDENTIAL LONG TERM,V000875355
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,13/02/2015,1054.62,RESIDENTIAL LONG TERM,V000875357
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,PENDLE RESIDENTIAL CARE,13/02/2015,3220,RESIDENTIAL LONG TERM,V000875360
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,13/02/2015,1589.48,RESIDENTIAL LONG TERM,V000875361
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,THE JOSEPH COX CHARITY,13/02/2015,1879.6,RESIDENTIAL LONG TERM,V000875362
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,ST GEORGES NURSING HOME OLDHAM LTD,13/02/2015,1008,NURSING LONG TERM,V000875363
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,ST GEORGES NURSING HOME OLDHAM LTD,13/02/2015,-4072.18,RESIDENTIAL LONG TERM,V000875364
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,PENDLETON CARE LTD,13/02/2015,3990,RESIDENTIAL LONG TERM,V000875366
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,13/02/2015,1120,PERSONAL BUDGETS - MANAGED,V000875367
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,ELIZABETH HOUSE OLDHAM LTD,13/02/2015,1093.68,RESIDENTIAL LONG TERM,V000875369
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,13/02/2015,1093.68,RESIDENTIAL LONG TERM,V000875370
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,13/02/2015,1248.88,RESIDENTIAL LONG TERM,V000875371
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LTD,13/02/2015,1176.28,RESIDENTIAL LONG TERM,V000875372
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BONDCARE,13/02/2015,1111.76,RESIDENTIAL LONG TERM,V000875373
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/02/2015,1220.6,RESIDENTIAL LONG TERM,V000875374
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,13/02/2015,1320.2,NURSING LONG TERM,V000875375
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,13/02/2015,1011.4,SELF - FUNDING DEFERRED PAYMENTS,V000875376
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,13/02/2015,1011.4,SELF - FUNDING DEFERRED PAYMENTS,V000875377
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,13/02/2015,1011.4,SELF - FUNDING DEFERRED PAYMENTS,V000875378
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,13/02/2015,1011.4,SELF - FUNDING DEFERRED PAYMENTS,V000875379
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,13/02/2015,1011.4,SELF - FUNDING DEFERRED PAYMENTS,V000875380
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,13/02/2015,1011.4,SELF - FUNDING DEFERRED PAYMENTS,V000875381
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,AKARI CARE LTD,13/02/2015,965.92,RESIDENTIAL LONG TERM,V000875382
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,FREEHOLD COTTAGE,13/02/2015,1605.2,RESIDENTIAL LONG TERM,V000875383
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,13/02/2015,1093.68,RESIDENTIAL LONG TERM,V000875384
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,DENTAK CARE AND SERVICES LIMITED,13/02/2015,1093.68,NURSING LONG TERM,V000875385
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,13/02/2015,637.68,RESIDENTIAL LONG TERM,V000875386
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,13/02/2015,802.36,RESIDENTIAL LONG TERM,V000875388
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,13/02/2015,986.88,RESIDENTIAL LONG TERM,V000875389
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,LITTLE HEATON CARE HOME,13/02/2015,1092.72,RESIDENTIAL LONG TERM,V000875390
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/02/2015,1093.68,RESIDENTIAL LONG TERM,V000875391
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BONDCARE,13/02/2015,1589.48,RESIDENTIAL LONG TERM,V000875392
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,OAKLAND HOUSE CARE HOME,13/02/2015,3480.6,RESIDENTIAL LONG TERM,V000875393
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,OAKLAND HOUSE CARE HOME,13/02/2015,3480.6,RESIDENTIAL LONG TERM,V000875394
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,LEONARD CHESHIRE FOUNDATION WALES & WEST,13/02/2015,1813.44,RESIDENTIAL LONG TERM,V000875396
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BONDCARE,13/02/2015,861.64,RESIDENTIAL LONG TERM,V000875397
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,DENTAK CARE AND SERVICES LIMITED,13/02/2015,1589.48,RESIDENTIAL LONG TERM,V000875398
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,13/02/2015,1226.68,RESIDENTIAL LONG TERM,V000875399
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,13/02/2015,761.76,RESIDENTIAL LONG TERM,V000875400
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,ANTONI & RIENZIE LTD,13/02/2015,1078.28,RESIDENTIAL LONG TERM,V000875401
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,13/02/2015,1068.72,RESIDENTIAL LONG TERM,V000875402
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/02/2015,1093.68,NURSING LONG TERM,V000875404
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/02/2015,1093.68,NURSING LONG TERM,V000875405
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/02/2015,1093.68,NURSING LONG TERM,V000875406
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LTD,13/02/2015,-1093.68,RESIDENTIAL LONG TERM,V000875408
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LTD,13/02/2015,-1093.68,RESIDENTIAL LONG TERM,V000875409
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,13/02/2015,1093.68,RESIDENTIAL LONG TERM,V000875410
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HEALTHCARE,13/02/2015,1259.48,RESIDENTIAL LONG TERM,V000875411
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BOROUGH CARE,13/02/2015,947.16,RESIDENTIAL LONG TERM,V000875412
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,13/02/2015,1573.48,RESIDENTIAL LONG TERM,V000875450
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,FINBROOK LIMITED,13/02/2015,1077.68,RESIDENTIAL LONG TERM,V000875451
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,RESPITE NORTH WEST LIMITED,13/02/2015,747,PERSONAL BUDGETS - MANAGED,V000875452
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,MONA CLIFFE CARE HOME,13/02/2015,1101.68,RESIDENTIAL LONG TERM,V000875453
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,PURE INNOVATIONS LIMITED,13/02/2015,1120,PERSONAL BUDGETS - MANAGED,V000875454
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS,13/02/2015,1097.68,RESIDENTIAL LONG TERM,V000875455
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/02/2015,1093.68,RESIDENTIAL LONG TERM,V000875456
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,FERN BANK REST HOME,13/02/2015,1191.43,RESIDENTIAL LONG TERM,V000875457
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,FERN BANK REST HOME,13/02/2015,2780,RESIDENTIAL LONG TERM,V000875458
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,13/02/2015,1075.84,RESIDENTIAL LONG TERM,V000875459
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/02/2015,1057.68,NURSING LONG TERM,V000875460
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,CIC GROUP EACHSTEP BLACKLEY,13/02/2015,1238,PERSONAL BUDGETS - MANAGED,V000875461
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LTD,13/02/2015,962.21,RESIDENTIAL LONG TERM,V000875464
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LTD,13/02/2015,1077.68,RESIDENTIAL LONG TERM,V000875465
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/02/2015,1093.68,NURSING LONG TERM,V000875466
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,FIELDHOUSE NURSING HOME,13/02/2015,1093.68,RESIDENTIAL LONG TERM,V000875467
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BONDCARE,13/02/2015,1077.44,RESIDENTIAL LONG TERM,V000875468
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/02/2015,1750.72,RESIDENTIAL LONG TERM,V000875469
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,13/02/2015,1077.68,NURSING LONG TERM,V000875470
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,13/02/2015,1093.48,RESIDENTIAL LONG TERM,V000875471
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,13/02/2015,816.08,RESIDENTIAL LONG TERM,V000875472
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,13/02/2015,921.6,RESIDENTIAL LONG TERM,V000875473
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,13/02/2015,1036.56,RESIDENTIAL LONG TERM,V000875474
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/02/2015,996.32,RESIDENTIAL LONG TERM,V000875475
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,13/02/2015,1093.68,RESIDENTIAL LONG TERM,V000875476
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LTD,13/02/2015,3378.68,NURSING LONG TERM,V000875477
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 12 LTD,13/02/2015,1077.68,RESIDENTIAL LONG TERM,V000875478
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,13/02/2015,1238.92,RESIDENTIAL LONG TERM,V000875486
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,13/02/2015,1238.92,RESIDENTIAL LONG TERM,V000875487
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,13/02/2015,1009.68,RESIDENTIAL LONG TERM,V000875488
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/02/2015,1153,RESIDENTIAL LONG TERM,V000875489
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,DENTAK CARE AND SERVICES LIMITED,13/02/2015,1069.12,NURSING LONG TERM,V000875490
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,REDACTED - PERSONAL DATA,13/02/2015,1573.48,RESIDENTIAL LONG TERM,V000875491
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BONDCARE,13/02/2015,1243.68,RESIDENTIAL LONG TERM,V000875497
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,13/02/2015,1238.92,RESIDENTIAL LONG TERM,V000875498
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,FERN BANK REST HOME,13/02/2015,1586.6,RESIDENTIAL LONG TERM,V000875499
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,13/02/2015,1093.68,NURSING LONG TERM,V000875500
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,CIC GROUP EACHSTEP BLACKLEY,13/02/2015,1148.4,NURSING LONG TERM,V000875501
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,CIC GROUP EACHSTEP BLACKLEY,13/02/2015,1148.4,NURSING LONG TERM,V000875502
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,CIC GROUP EACHSTEP BLACKLEY,13/02/2015,1148.4,NURSING LONG TERM,V000875503
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,AVERY HOMES MOSTON LIMITED,13/02/2015,1109.64,RESIDENTIAL LONG TERM,V000875504
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/02/2015,914.84,RESIDENTIAL LONG TERM,V000875506
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BELVOIR CARE HOME LIMITED,13/02/2015,1317.8,SELF - FUNDING DEFERRED PAYMENTS,V000875508
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,13/02/2015,1013.4,RESIDENTIAL LONG TERM,V000875509
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,13/02/2015,921.72,RESIDENTIAL LONG TERM,V000875511
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,13/02/2015,1100.6,RESIDENTIAL LONG TERM,V000875512
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,13/02/2015,1019.24,RESIDENTIAL LONG TERM,V000875513
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BONDCARE,13/02/2015,1093.68,RESIDENTIAL LONG TERM,V000875514
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,ELDERCARE LANCS LIMITED,13/02/2015,924.72,RESIDENTIAL LONG TERM,V000875515
ROCHDALE BOROUGH COUNCIL,13/02/2015,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,13/02/2015,1435.2,PERSONAL BUDGETS - MANAGED,V000875516
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,ROSEMARY CARE HOME,13/02/2015,1005.84,RESIDENTIAL LONG TERM,V000875517
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,ARCHMOOR CARE HOME,13/02/2015,1093.68,RESIDENTIAL LONG TERM,V000875518
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/02/2015,788.48,SELF - FUNDING DEFERRED PAYMENTS,V000875519
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,13/02/2015,805.84,RESIDENTIAL LONG TERM,V000875520
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,13/02/2015,919.76,RESIDENTIAL LONG TERM,V000875521
ROCHDALE BOROUGH COUNCIL,13/02/2015,PHYSICAL DIS & OLDER PEOPLE,HC ONE LTD,13/02/2015,935.12,RESIDENTIAL LONG TERM,V000875522
